eta,question_id,pool_size,K,relevance_margin,pool_cohesion,delta_q,selected_ranks,gold_pool,gold_hits,recall,redundancy,energy
4.0,nq_10,15,5,0.018407105382471922,0.7733554057865185,0.02380158132103598,5;8;11;42;46,True,4,0.2857142857142857,0.7949576893064805,-49.58481930346362
0.0,nq_100,15,5,0.051188462638968146,0.804149119436528,0.0,5;7;17;32;45,True,3,0.42857142857142855,0.8360494764035818,-50.60039805450907
0.05,nq_100,15,5,0.051188462638968146,0.804149119436528,0.000795691957908869,5;7;17;32;45,True,3,0.42857142857142855,0.8360494764035818,-50.59374567606119
0.1,nq_100,15,5,0.051188462638968146,0.804149119436528,0.001591383915817738,5;7;17;32;45,True,3,0.42857142857142855,0.8360494764035818,-50.58709329761331
0.25,nq_100,15,5,0.051188462638968146,0.804149119436528,0.003978459789544345,5;7;17;32;45,True,3,0.42857142857142855,0.8360494764035818,-50.56713616226966
0.5,nq_100,15,5,0.051188462638968146,0.804149119436528,0.00795691957908869,5;7;17;32;45,True,3,0.42857142857142855,0.8360494764035818,-50.533874270030246
1.0,nq_100,15,5,0.051188462638968146,0.804149119436528,0.01591383915817738,5;7;17;32;45,True,3,0.42857142857142855,0.8360494764035818,-50.46735048555143
2.0,nq_100,15,5,0.051188462638968146,0.804149119436528,0.03182767831635476,5;7;17;32;45,True,3,0.42857142857142855,0.8360494764035818,-50.33430291659378
4.0,nq_100,15,5,0.051188462638968146,0.804149119436528,0.06365535663270952,5;7;17;32;45,True,3,0.42857142857142855,0.8360494764035818,-50.06820777867848
0.0,nq_101,15,5,0.023448229207212748,0.7647534491606705,0.0,1;2;10;20;32,True,2,0.2222222222222222,0.7539550120356822,-48.29506832553918
0.05,nq_101,15,5,0.023448229207212748,0.7647534491606705,0.0003832640207740461,1;2;10;20;32,True,2,0.2222222222222222,0.7539550120356822,-48.292178687245226
0.1,nq_101,15,5,0.023448229207212748,0.7647534491606705,0.0007665280415480922,1;2;10;20;32,True,2,0.2222222222222222,0.7539550120356822,-48.28928904895126
0.25,nq_101,15,5,0.023448229207212748,0.7647534491606705,0.0019163201038702301,1;2;10;20;32,True,2,0.2222222222222222,0.7539550120356822,-48.280620134069395
0.5,nq_101,15,5,0.023448229207212748,0.7647534491606705,0.0038326402077404603,1;2;10;20;32,True,2,0.2222222222222222,0.7539550120356822,-48.26617194259963
1.0,nq_101,15,5,0.023448229207212748,0.7647534491606705,0.0076652804154809205,1;2;10;20;32,True,2,0.2222222222222222,0.7539550120356822,-48.23727555966007
2.0,nq_101,15,5,0.023448229207212748,0.7647534491606705,0.015330560830961841,1;2;10;20;32,True,2,0.2222222222222222,0.7539550120356822,-48.17948279378095
4.0,nq_101,15,5,0.023448229207212748,0.7647534491606705,0.030661121661923682,1;2;10;20;32,True,2,0.2222222222222222,0.7539550120356822,-48.06389726202274
0.0,nq_102,15,5,0.00984671888007238,0.7756658798060669,0.0,2;6;24;26;44,True,3,0.42857142857142855,0.7597615634251296,-51.14790566845682
0.05,nq_102,15,5,0.00984671888007238,0.7756658798060669,0.00015868150259513254,2;6;24;26;44,True,3,0.42857142857142855,0.7597615634251296,-51.14670006739183
0.1,nq_102,15,5,0.00984671888007238,0.7756658798060669,0.0003173630051902651,2;6;24;26;44,True,3,0.42857142857142855,0.7597615634251296,-51.14549446632686
0.25,nq_102,15,5,0.00984671888007238,0.7756658798060669,0.0007934075129756626,2;6;24;26;44,True,3,0.42857142857142855,0.7597615634251296,-51.14187766313191
0.5,nq_102,15,5,0.00984671888007238,0.7756658798060669,0.0015868150259513252,2;6;24;26;44,True,3,0.42857142857142855,0.7597615634251296,-51.135849657806986
1.0,nq_102,15,5,0.00984671888007238,0.7756658798060669,0.0031736300519026503,2;6;24;26;44,True,3,0.42857142857142855,0.7597615634251296,-51.12379364715716
2.0,nq_102,15,5,0.00984671888007238,0.7756658798060669,0.006347260103805301,2;6;24;26;44,True,3,0.42857142857142855,0.7597615634251296,-51.09968162585749
4.0,nq_102,15,5,0.00984671888007238,0.7756658798060669,0.012694520207610601,2;6;24;26;44,True,3,0.42857142857142855,0.7597615634251296,-51.051457583258156
0.0,nq_103,15,5,0.0009177734960901865,0.7748647611044713,0.0,4;5;19;24;27,True,0,0.0,0.7577268664444704,-48.347108831157186
0.05,nq_103,15,5,0.0009177734960901865,0.7748647611044713,1.4805362782806704e-05,4;5;19;24;27,True,0,0.0,0.7577268664444704,-48.3469966469457
0.1,nq_103,15,5,0.0009177734960901865,0.7748647611044713,2.961072556561341e-05,4;5;19;24;27,True,0,0.0,0.7577268664444704,-48.34688446273422
0.25,nq_103,15,5,0.0009177734960901865,0.7748647611044713,7.402681391403353e-05,4;5;19;24;27,True,0,0.0,0.7577268664444704,-48.34654791009978
0.5,nq_103,15,5,0.0009177734960901865,0.7748647611044713,0.00014805362782806705,4;5;19;24;27,True,0,0.0,0.7577268664444704,-48.34598698904237
1.0,nq_103,15,5,0.0009177734960901865,0.7748647611044713,0.0002961072556561341,4;5;19;24;27,True,0,0.0,0.7577268664444704,-48.344865146927575
2.0,nq_103,15,5,0.0009177734960901865,0.7748647611044713,0.0005922145113122682,4;5;19;24;27,True,0,0.0,0.7577268664444704,-48.34262146269798
4.0,nq_103,15,5,0.0009177734960901865,0.7748647611044713,0.0011844290226245364,4;5;19;24;27,True,0,0.0,0.7577268664444704,-48.33813409423878
0.0,nq_104,15,5,0.051165467154010824,0.8920041939103138,0.0,1;20;21;29;40,True,1,1.0,0.8686048803550269,-50.58835182419347
0.05,nq_104,15,5,0.051165467154010824,0.8920041939103138,0.0007170006898967007,1;20;21;29;40,True,1,1.0,0.8686048803550269,-50.58212392120883
0.1,nq_104,15,5,0.051165467154010824,0.8920041939103138,0.0014340013797934014,1;20;21;29;40,True,1,1.0,0.8686048803550269,-50.57589601822423
0.25,nq_104,15,5,0.051165467154010824,0.8920041939103138,0.0035850034494835036,1;20;21;29;40,True,1,1.0,0.8686048803550269,-50.557212309270355
0.5,nq_104,15,5,0.051165467154010824,0.8920041939103138,0.007170006898967007,1;20;21;29;40,True,1,1.0,0.8686048803550269,-50.52607279434723
1.0,nq_104,15,5,0.051165467154010824,0.8920041939103138,0.014340013797934014,1;20;21;29;40,True,1,1.0,0.8686048803550269,-50.46379376450102
2.0,nq_104,15,5,0.051165467154010824,0.8920041939103138,0.02868002759586803,1;20;21;29;40,True,1,1.0,0.8686048803550269,-50.33923570480859
4.0,nq_104,15,5,0.051165467154010824,0.8920041939103138,0.05736005519173606,1;20;21;29;40,True,1,1.0,0.8686048803550269,-50.0901195854237
0.0,nq_105,15,5,0.03547096621306001,0.8080291972474652,0.0,14;30;32;46;48,True,5,0.125,0.793148969370737,-50.892050173556854
0.05,nq_105,15,5,0.03547096621306001,0.8080291972474652,0.0005487258758071631,14;30;32;46;48,True,5,0.125,0.793148969370737,-50.88769795992822
0.1,nq_105,15,5,0.03547096621306001,0.8080291972474652,0.0010974517516143263,14;30;32;46;48,True,5,0.125,0.793148969370737,-50.88334574629959
0.25,nq_105,15,5,0.03547096621306001,0.8080291972474652,0.0027436293790358154,14;30;32;46;48,True,5,0.125,0.793148969370737,-50.870289105413676
0.5,nq_105,15,5,0.03547096621306001,0.8080291972474652,0.005487258758071631,14;30;32;46;48,True,5,0.125,0.793148969370737,-50.84852803727051
1.0,nq_105,15,5,0.03547096621306001,0.8080291972474652,0.010974517516143261,14;30;32;46;48,True,5,0.125,0.793148969370737,-50.805005900984156
2.0,nq_105,15,5,0.03547096621306001,0.8080291972474652,0.021949035032286523,14;30;32;46;48,True,5,0.125,0.793148969370737,-50.71796162841146
4.0,nq_105,15,5,0.03547096621306001,0.8080291972474652,0.043898070064573046,14;30;32;46;48,True,5,0.125,0.793148969370737,-50.54387308326605
0.0,nq_106,15,5,0.06479811065473146,0.8045476632154026,0.0,9;14;19;34;46,False,0,0.0,0.7688059856294476,-49.61493073990796
0.05,nq_106,15,5,0.06479811065473146,0.8045476632154026,0.0010067462916998067,9;14;19;34;46,False,0,0.0,0.7688059856294476,-49.60719081415726
0.1,nq_106,15,5,0.06479811065473146,0.8045476632154026,0.0020134925833996133,9;14;19;34;46,False,0,0.0,0.7688059856294476,-49.59945088840657
0.25,nq_106,15,5,0.06479811065473146,0.8045476632154026,0.005033731458499033,9;14;19;34;46,False,0,0.0,0.7688059856294476,-49.576231111154506
0.5,nq_106,15,5,0.06479811065473146,0.8045476632154026,0.010067462916998065,9;14;19;34;46,False,0,0.0,0.7688059856294476,-49.537531482401064
1.0,nq_106,15,5,0.06479811065473146,0.8045476632154026,0.02013492583399613,9;14;19;34;46,False,0,0.0,0.7688059856294476,-49.46013222489415
2.0,nq_106,15,5,0.06479811065473146,0.8045476632154026,0.04026985166799226,9;14;19;34;46,False,0,0.0,0.7688059856294476,-49.30533370988034
4.0,nq_106,15,5,0.06479811065473146,0.8045476632154026,0.08053970333598452,9;14;19;34;46,False,0,0.0,0.7688059856294476,-48.995736679852705
0.0,nq_107,15,5,0.05962797484842297,0.7760727199438856,0.0,0;1;2;5;8,False,0,0.0,0.8576747965199193,-49.84850828501956
0.05,nq_107,15,5,0.05962797484842297,0.7760727199438856,0.0009604109332025571,0;1;2;5;8,False,0,0.0,0.8576747965199193,-49.840271082502476
0.1,nq_107,15,5,0.05962797484842297,0.7760727199438856,0.0019208218664051142,0;1;2;5;8,False,0,0.0,0.8576747965199193,-49.83203387998536
0.25,nq_107,15,5,0.05962797484842297,0.7760727199438856,0.004802054666012786,0;1;2;5;8,False,0,0.0,0.8576747965199193,-49.807322272434064
0.5,nq_107,15,5,0.05962797484842297,0.7760727199438856,0.009604109332025572,0;1;2;5;8,False,0,0.0,0.8576747965199193,-49.766136259848565
1.0,nq_107,15,5,0.05962797484842297,0.7760727199438856,0.019208218664051143,0;1;2;5;8,False,0,0.0,0.8576747965199193,-49.68376423467757
2.0,nq_107,15,5,0.05962797484842297,0.7760727199438856,0.038416437328102286,0;1;2;5;8,False,0,0.0,0.8576747965199193,-49.51902018433557
4.0,nq_107,15,5,0.05962797484842297,0.7760727199438856,0.07683287465620457,0;1;2;5;8,False,0,0.0,0.8576747965199193,-49.18953208365156
0.0,nq_108,15,5,0.07279734249443351,0.8124164576755694,0.0,2;3;36;47;48,True,3,0.25,0.8449188994420638,-49.27065935986134
0.05,nq_108,15,5,0.07279734249443351,0.8124164576755694,0.0011200729041248702,2;3;36;47;48,True,3,0.25,0.8449188994420638,-49.261195652206865
0.1,nq_108,15,5,0.07279734249443351,0.8124164576755694,0.0022401458082497404,2;3;36;47;48,True,3,0.25,0.8449188994420638,-49.25173194455239
0.25,nq_108,15,5,0.07279734249443351,0.8124164576755694,0.005600364520624351,2;3;36;47;48,True,3,0.25,0.8449188994420638,-49.223340821588955
0.5,nq_108,15,5,0.07279734249443351,0.8124164576755694,0.011200729041248702,2;3;36;47;48,True,3,0.25,0.8449188994420638,-49.17602228331654
1.0,nq_108,15,5,0.07279734249443351,0.8124164576755694,0.022401458082497404,2;3;36;47;48,True,3,0.25,0.8449188994420638,-49.08138520677173
2.0,nq_108,15,5,0.07279734249443351,0.8124164576755694,0.04480291616499481,2;3;22;36;47,True,3,0.25,0.8257430318469797,-48.89377994508145
4.0,nq_108,15,5,0.07279734249443351,0.8124164576755694,0.08960583232998962,2;3;22;36;47,True,3,0.25,0.8257430318469797,-48.523822986784765
0.0,nq_109,15,5,0.008554708170314236,0.7461271119998036,0.0,8;32;39;46;47,False,0,0.0,0.7007157105963577,-48.165361295978684
0.05,nq_109,15,5,0.008554708170314236,0.7461271119998036,0.0001433183529867537,8;32;39;46;47,False,0,0.0,0.7007157105963577,-48.16435704176314
0.1,nq_109,15,5,0.008554708170314236,0.7461271119998036,0.0002866367059735074,8;32;39;46;47,False,0,0.0,0.7007157105963577,-48.163352787547595
0.25,nq_109,15,5,0.008554708170314236,0.7461271119998036,0.0007165917649337684,8;32;39;46;47,False,0,0.0,0.7007157105963577,-48.160340024900954
0.5,nq_109,15,5,0.008554708170314236,0.7461271119998036,0.0014331835298675368,8;32;39;46;47,False,0,0.0,0.7007157105963577,-48.155318753823224
1.0,nq_109,15,5,0.008554708170314236,0.7461271119998036,0.0028663670597350735,8;32;39;46;47,False,0,0.0,0.7007157105963577,-48.145276211667756
2.0,nq_109,15,5,0.008554708170314236,0.7461271119998036,0.005732734119470147,8;32;39;46;47,False,0,0.0,0.7007157105963577,-48.125191127356835
4.0,nq_109,15,5,0.008554708170314236,0.7461271119998036,0.011465468238940294,8;32;39;46;47,False,0,0.0,0.7007157105963577,-48.085020958735
0.0,nq_11,15,5,0.15919062971984754,0.7481102920107144,0.0,0;3;14;32;37,True,3,0.75,0.7769646693458948,-50.93758182781663
0.05,nq_11,15,5,0.15919062971984754,0.7481102920107144,0.0026598754660551163,0;3;14;32;37,True,3,0.75,0.7769646693458948,-50.91691553519677
0.1,nq_11,15,5,0.15919062971984754,0.7481102920107144,0.005319750932110233,0;3;14;32;37,True,3,0.75,0.7769646693458948,-50.89624924257693
0.25,nq_11,15,5,0.15919062971984754,0.7481102920107144,0.01329937733027558,0;3;14;32;37,True,3,0.75,0.7769646693458948,-50.83425036471738
0.5,nq_11,15,5,0.15919062971984754,0.7481102920107144,0.02659875466055116,0;3;14;32;37,True,3,0.75,0.7769646693458948,-50.73091890161814
1.0,nq_11,15,5,0.15919062971984754,0.7481102920107144,0.05319750932110232,0;3;14;32;37,True,3,0.75,0.7769646693458948,-50.52425597541967
2.0,nq_11,15,5,0.15919062971984754,0.7481102920107144,0.10639501864220464,0;3;14;32;37,True,3,0.75,0.7769646693458948,-50.11093012302272
4.0,nq_11,15,5,0.15919062971984754,0.7481102920107144,0.2127900372844093,0;3;14;32;37,True,3,0.75,0.7769646693458948,-49.2842784182288
0.0,nq_110,15,5,0.054427839430642805,0.7991547973589473,0.0,4;9;17;34;46,False,0,0.0,0.735735644299725,-50.084028652488826
0.05,nq_110,15,5,0.054427839430642805,0.7991547973589473,0.0008513333634460906,4;9;17;34;46,False,0,0.0,0.735735644299725,-50.07776508948215
0.1,nq_110,15,5,0.054427839430642805,0.7991547973589473,0.0017026667268921812,4;9;17;34;46,False,0,0.0,0.735735644299725,-50.071501526475465
0.25,nq_110,15,5,0.054427839430642805,0.7991547973589473,0.004256666817230453,4;9;17;34;46,False,0,0.0,0.735735644299725,-50.05271083745539
0.5,nq_110,15,5,0.054427839430642805,0.7991547973589473,0.008513333634460905,4;9;17;34;46,False,0,0.0,0.735735644299725,-50.021393022421954
1.0,nq_110,15,5,0.054427839430642805,0.7991547973589473,0.01702666726892181,4;9;17;34;46,False,0,0.0,0.735735644299725,-49.958757392355054
2.0,nq_110,15,5,0.054427839430642805,0.7991547973589473,0.03405333453784362,4;9;17;34;46,False,0,0.0,0.735735644299725,-49.83348613222129
4.0,nq_110,15,5,0.054427839430642805,0.7991547973589473,0.06810666907568724,4;9;17;34;46,False,0,0.0,0.735735644299725,-49.58294361195374
0.0,nq_111,15,5,0.004990970295604103,0.8999716449509693,0.0,0;13;26;27;45,False,0,0.0,0.8901095037365003,-47.86655714969561
0.05,nq_111,15,5,0.004990970295604103,0.8999716449509693,6.932113886467088e-05,0;13;26;27;45,False,0,0.0,0.8901095037365003,-47.86594011565047
0.1,nq_111,15,5,0.004990970295604103,0.8999716449509693,0.00013864227772934177,0;13;26;27;45,False,0,0.0,0.8901095037365003,-47.86532308160534
0.25,nq_111,15,5,0.004990970295604103,0.8999716449509693,0.0003466056943233544,0;13;26;27;45,False,0,0.0,0.8901095037365003,-47.863471979469935
0.5,nq_111,15,5,0.004990970295604103,0.8999716449509693,0.0006932113886467088,0;13;26;27;45,False,0,0.0,0.8901095037365003,-47.86038680924427
1.0,nq_111,15,5,0.004990970295604103,0.8999716449509693,0.0013864227772934176,0;13;26;27;45,False,0,0.0,0.8901095037365003,-47.85421646879294
2.0,nq_111,15,5,0.004990970295604103,0.8999716449509693,0.002772845554586835,0;13;26;27;45,False,0,0.0,0.8901095037365003,-47.84187578789028
4.0,nq_111,15,5,0.004990970295604103,0.8999716449509693,0.00554569110917367,0;13;26;27;45,False,0,0.0,0.8901095037365003,-47.817194426084974
0.0,nq_112,15,5,0.0013866665459821848,0.8757041636186609,0.0,8;17;24;26;33,True,5,0.25,0.8449998608077903,-50.76261673005408
0.05,nq_112,15,5,0.0013866665459821848,0.8757041636186609,1.9793570421751414e-05,8;17;24;26;33,True,5,0.25,0.8449998608077903,-50.76244947441157
0.1,nq_112,15,5,0.0013866665459821848,0.8757041636186609,3.958714084350283e-05,8;17;24;26;33,True,5,0.25,0.8449998608077903,-50.76228221876906
0.25,nq_112,15,5,0.0013866665459821848,0.8757041636186609,9.896785210875707e-05,8;17;24;26;33,True,5,0.25,0.8449998608077903,-50.76178045184152
0.5,nq_112,15,5,0.0013866665459821848,0.8757041636186609,0.00019793570421751413,8;17;24;26;33,True,5,0.25,0.8449998608077903,-50.76094417362894
1.0,nq_112,15,5,0.0013866665459821848,0.8757041636186609,0.00039587140843502826,8;17;24;26;33,True,5,0.25,0.8449998608077903,-50.75927161720382
2.0,nq_112,15,5,0.0013866665459821848,0.8757041636186609,0.0007917428168700565,8;17;24;26;33,True,5,0.25,0.8449998608077903,-50.75592650435357
4.0,nq_112,15,5,0.0013866665459821848,0.8757041636186609,0.001583485633740113,8;17;24;26;33,True,5,0.25,0.8449998608077903,-50.749236278653065
0.0,nq_113,15,5,0.0020535206889963527,0.703964447453138,0.0,0;1;4;16;27,True,2,0.5,0.7254196632761262,-48.66933618589212
0.05,nq_113,15,5,0.0020535206889963527,0.703964447453138,3.6463449598729285e-05,0;1;4;16;27,True,2,0.5,0.7254196632761262,-48.66907167285882
0.1,nq_113,15,5,0.0020535206889963527,0.703964447453138,7.292689919745857e-05,0;1;4;16;27,True,2,0.5,0.7254196632761262,-48.668807159825526
0.25,nq_113,15,5,0.0020535206889963527,0.703964447453138,0.00018231724799364643,0;1;4;16;27,True,2,0.5,0.7254196632761262,-48.66801362072563
0.5,nq_113,15,5,0.0020535206889963527,0.703964447453138,0.00036463449598729287,0;1;4;16;27,True,2,0.5,0.7254196632761262,-48.66669105555914
1.0,nq_113,15,5,0.0020535206889963527,0.703964447453138,0.0007292689919745857,0;1;4;16;27,True,2,0.5,0.7254196632761262,-48.66404592522616
2.0,nq_113,15,5,0.0020535206889963527,0.703964447453138,0.0014585379839491715,0;1;4;16;27,True,2,0.5,0.7254196632761262,-48.658755664560196
4.0,nq_113,15,5,0.0020535206889963527,0.703964447453138,0.002917075967898343,0;1;4;16;27,True,2,0.5,0.7254196632761262,-48.64817514322827
0.0,nq_114,15,5,0.15581660807684294,0.8477875516269322,0.0,13;19;23;30;37,True,1,1.0,0.8434680062672811,-48.91768043620174
0.05,nq_114,15,5,0.15581660807684294,0.8477875516269322,0.002297397856131492,13;19;23;30;37,True,1,1.0,0.8434680062672811,-48.8983026203086
0.1,nq_114,15,5,0.15581660807684294,0.8477875516269322,0.004594795712262984,13;19;23;30;37,True,1,1.0,0.8434680062672811,-48.87892480441546
0.25,nq_114,15,5,0.15581660807684294,0.8477875516269322,0.01148698928065746,13;19;23;30;37,True,1,1.0,0.8434680062672811,-48.82079135673605
0.5,nq_114,15,5,0.15581660807684294,0.8477875516269322,0.02297397856131492,13;19;23;30;37,True,1,1.0,0.8434680062672811,-48.72390227727034
1.0,nq_114,15,5,0.15581660807684294,0.8477875516269322,0.04594795712262984,13;19;23;30;37,True,1,1.0,0.8434680062672811,-48.53012411833895
2.0,nq_114,15,5,0.15581660807684294,0.8477875516269322,0.09189591424525968,13;19;23;30;37,True,1,1.0,0.8434680062672811,-48.14256780047616
4.0,nq_114,15,5,0.15581660807684294,0.8477875516269322,0.18379182849051937,13;19;23;30;37,True,1,1.0,0.8434680062672811,-47.36745516475057
0.0,nq_115,15,5,0.0007840847175800433,0.7614370356914245,0.0,0;23;25;28;33,True,1,0.5,0.7047744556625268,-47.476637063562436
0.05,nq_115,15,5,0.0007840847175800433,0.7614370356914245,1.2871774865896581e-05,0;23;25;28;33,True,1,0.5,0.7047744556625268,-47.476546346581195
0.1,nq_115,15,5,0.0007840847175800433,0.7614370356914245,2.5743549731793162e-05,0;23;25;28;33,True,1,0.5,0.7047744556625268,-47.47645562959995
0.25,nq_115,15,5,0.0007840847175800433,0.7614370356914245,6.43588743294829e-05,0;23;25;28;33,True,1,0.5,0.7047744556625268,-47.47618347865621
0.5,nq_115,15,5,0.0007840847175800433,0.7614370356914245,0.0001287177486589658,0;23;25;28;33,True,1,0.5,0.7047744556625268,-47.47572989374998
1.0,nq_115,15,5,0.0007840847175800433,0.7614370356914245,0.0002574354973179316,0;23;25;28;33,True,1,0.5,0.7047744556625268,-47.474822723937535
2.0,nq_115,15,5,0.0007840847175800433,0.7614370356914245,0.0005148709946358632,0;23;25;28;33,True,1,0.5,0.7047744556625268,-47.47300838431263
4.0,nq_115,15,5,0.0007840847175800433,0.7614370356914245,0.0010297419892717264,0;23;25;28;33,True,1,0.5,0.7047744556625268,-47.46937970506282
0.0,nq_116,15,5,0.009667367535229232,0.8752387585708713,0.0,0;1;2;5;8,True,5,0.22727272727272727,0.9464443923215111,-50.20101254291089
0.05,nq_116,15,5,0.009667367535229232,0.8752387585708713,0.0001380674186781477,0;1;2;5;8,True,5,0.22727272727272727,0.9464443923215111,-50.19970581156919
0.1,nq_116,15,5,0.009667367535229232,0.8752387585708713,0.0002761348373562954,0;1;2;5;8,True,5,0.22727272727272727,0.9464443923215111,-50.198399080227475
0.25,nq_116,15,5,0.009667367535229232,0.8752387585708713,0.0006903370933907385,0;1;2;5;8,True,5,0.22727272727272727,0.9464443923215111,-50.19447888620237
0.5,nq_116,15,5,0.009667367535229232,0.8752387585708713,0.001380674186781477,0;1;2;5;8,True,5,0.22727272727272727,0.9464443923215111,-50.18794522949385
1.0,nq_116,15,5,0.009667367535229232,0.8752387585708713,0.002761348373562954,0;1;2;5;8,True,5,0.22727272727272727,0.9464443923215111,-50.17487791607684
2.0,nq_116,15,5,0.009667367535229232,0.8752387585708713,0.005522696747125908,0;1;2;5;8,True,5,0.22727272727272727,0.9464443923215111,-50.14874328924277
4.0,nq_116,15,5,0.009667367535229232,0.8752387585708713,0.011045393494251815,0;1;2;5;8,True,5,0.22727272727272727,0.9464443923215111,-50.096474035574694
0.0,nq_117,15,5,0.002049424210160411,0.8813689556365171,0.0,10;34;38;40;49,True,0,0.0,0.842361266390849,-50.674338736704414
0.05,nq_117,15,5,0.002049424210160411,0.8813689556365171,2.906589050735704e-05,10;34;38;40;49,True,0,0.0,0.842361266390849,-50.67409389690105
0.1,nq_117,15,5,0.002049424210160411,0.8813689556365171,5.813178101471408e-05,10;34;38;40;49,True,0,0.0,0.842361266390849,-50.673849057097684
0.25,nq_117,15,5,0.002049424210160411,0.8813689556365171,0.0001453294525367852,10;34;38;40;49,True,0,0.0,0.842361266390849,-50.67311453768758
0.5,nq_117,15,5,0.002049424210160411,0.8813689556365171,0.0002906589050735704,10;34;38;40;49,True,0,0.0,0.842361266390849,-50.671890338670764
1.0,nq_117,15,5,0.002049424210160411,0.8813689556365171,0.0005813178101471408,10;34;38;40;49,True,0,0.0,0.842361266390849,-50.6694419406371
2.0,nq_117,15,5,0.002049424210160411,0.8813689556365171,0.0011626356202942816,10;34;38;40;49,True,0,0.0,0.842361266390849,-50.664545144569786
4.0,nq_117,15,5,0.002049424210160411,0.8813689556365171,0.0023252712405885632,10;34;38;40;49,True,0,0.0,0.842361266390849,-50.65475155243517
0.0,nq_118,15,5,0.05815118209754207,0.7300195287246094,0.0,4;6;17;29;45,False,0,0.0,0.7283334528893339,-48.98066605275978
0.05,nq_118,15,5,0.05815118209754207,0.7300195287246094,0.0009957114185394167,4;6;17;29;45,False,0,0.0,0.7283334528893339,-48.973413953404325
0.1,nq_118,15,5,0.05815118209754207,0.7300195287246094,0.0019914228370788334,4;6;17;29;45,False,0,0.0,0.7283334528893339,-48.96616185404886
