configuration,question_id,recall,precision,redundancy,diversity,em,f1,selection_time_ms,generation_time_ms,retrieval_hit,selected_ranks,gold_ranks,plugin_timing_available,plugin_timing_ms
qore_dpr,nq_19,0.16,0.8,0.7912520839063701,0.20874791609362986,0.0,0.0,11.434388999987277,202.69739200000458,True,0;1;2;3;7,0;1;2;3;4;5;6;8;9;11;12;13;15;17;18;21;23;27;31;32;36;43;45;47;49,True,baseline:0.149749
qore_dpr,nq_20,0.25,0.2,0.8764251243929051,0.1235748756070949,0.0,0.0,11.573564999935115,287.80168299999787,True,0;1;2;3;4,0;21;42;48,True,baseline:0.149216
qore_dpr,nq_21,0.75,0.6,0.7192452280745296,0.2807547719254704,0.0,0.4,11.568679999982123,287.5537219999842,True,0;1;2;3;5,0;1;3;16,True,baseline:0.149416
qore_dpr,nq_22,0.08333333333333333,0.2,0.7723352067657572,0.22766479323424282,0.0,0.6666666666666666,11.594347000027483,177.9441940000197,True,0;1;2;4;6,0;3;5;12;17;22;24;26;28;31;34;48,True,baseline:0.144276
qore_dpr,nq_23,0.0,0.0,0.8662834720146474,0.1337165279853526,0.0,0.5,11.594711999919127,180.77262400004201,True,0;1;2;3;4,5;8;31;33,True,baseline:0.149194
qore_dpr,nq_24,0.5,0.4,0.8103952440175419,0.18960475598245807,1.0,1.0,11.601005999978042,225.84461099995679,True,0;1;2;5;8,0;2;4;7,True,baseline:0.148779
qore_dpr,nq_25,0.25,0.6,0.8267368432842449,0.1732631567157551,0.0,0.5,11.556339999970078,223.2627920000141,True,0;1;2;3;5,0;3;5;15;19;24;34;37;41;42;43;45,True,baseline:0.145667
qore_dpr,nq_26,,0.0,0.6584346864891085,0.3415653135108915,0.0,0.0,11.644322999927681,245.6781979999505,False,0;1;3;4;6,,True,baseline:0.163006
qore_dpr,nq_27,1.0,0.2,0.6808627558900436,0.31913724410995636,0.0,0.5,11.690149000060046,239.19544399996084,True,0;1;2;3;7,0,True,baseline:0.152750
qore_dpr,nq_28,0.21428571428571427,0.6,0.8464318135940946,0.15356818640590542,0.0,0.6666666666666666,11.34711600002447,198.64620800001376,True,0;1;2;3;4,0;1;3;11;14;15;18;25;28;31;32;35;40;45,True,baseline:0.154756
qore_dpr,nq_29,1.0,0.4,0.8720137120107891,0.12798628798921086,0.0,1.0,11.509665999938079,261.6504789999681,True,0;1;2;4;6,1;2,True,baseline:0.149998
qore_dpr,nq_30,0.25,0.4,0.7804753557795436,0.21952464422045637,1.0,1.0,11.520537000023978,283.69172300006085,True,0;1;2;5;7,0;1;3;6;10;25;27;29,True,baseline:0.147996
qore_dpr,nq_31,1.0,0.2,0.7449614566360175,0.25503854336398246,1.0,1.0,11.533665999991172,199.03864499997326,True,0;1;2;4;9,0,True,baseline:0.148732
qore_dpr,nq_32,,0.0,0.8067421193815466,0.1932578806184534,0.0,0.5,11.473477999970783,198.81177900003877,False,0;1;2;3;4,,True,baseline:0.149445
qore_dpr,nq_33,0.5,0.2,0.6553419461072959,0.3446580538927041,0.0,0.0,11.583773000097608,263.9976120000256,True,0;1;2;3;8,0;6,True,baseline:0.142622
qore_dpr,nq_34,0.4,0.4,0.8390498889909835,0.16095011100901646,0.0,0.0,11.56610600003205,281.30765399998836,True,0;1;2;3;4,1;4;8;13;31,True,baseline:0.161297
qore_dpr,nq_35,0.3333333333333333,0.2,0.8627003113089223,0.13729968869107767,1.0,1.0,11.622559999977966,261.159179999936,True,0;1;2;3;4,3;5;6,True,baseline:0.159808
qore_dpr,nq_36,0.5,0.2,0.8449364177361037,0.15506358226389627,0.0,0.0,11.432478999950035,282.17448400005196,True,0;1;2;5;6,5;7,True,baseline:0.143565
qore_dpr,nq_37,0.5,0.4,0.7561810549288882,0.2438189450711118,1.0,1.0,11.52185199998712,280.34063500001594,True,0;1;2;3;5,0;3;23;30,True,baseline:0.145718
qore_dpr,nq_38,0.2222222222222222,0.8,0.7992060470381711,0.2007939529618289,0.0,0.8,11.68733399993016,350.20173700002033,True,0;1;2;3;9,0;1;2;3;4;5;6;7;8;11;17;19;25;26;31;33;45;47,True,baseline:0.147954
qore_dpr,nq_39,0.16666666666666666,0.6,0.8706747374338544,0.12932526256614563,0.0,0.5,11.548338000011427,198.91807900000913,True,0;1;2;3;4,2;3;4;6;8;10;11;15;16;19;23;33;38;40;43;44;45;47,True,baseline:0.150230
qore_dpr,nq_40,,0.0,0.9233831239719936,0.07661687602800638,0.0,0.0,11.466433000009602,323.0019989999846,False,0;1;2;3;4,,True,baseline:0.149962
qore_dpr,nq_41,,0.0,0.8224332078537214,0.17756679214627857,0.0,0.0,11.501060999989932,244.40579500003423,False,0;1;2;3;7,,True,baseline:0.141631
qore_dpr,nq_42,0.5,0.4,0.8011895612771376,0.19881043872286241,1.0,1.0,11.526743999979772,198.87909399994896,True,0;1;2;8;14,0;14;21;29,True,baseline:0.150539
qore_dpr,nq_43,,0.0,0.7182174518386404,0.2817825481613596,0.0,0.0,11.433347999968646,302.877442999943,False,0;1;2;3;4,,True,baseline:0.153598
qore_dpr,nq_44,0.0,0.0,0.9086247083426979,0.09137529165730207,0.0,0.0,11.443373999895812,208.73907899999722,True,0;1;2;3;4,47,True,baseline:0.149448
qore_dpr,nq_45,0.11904761904761904,1.0,0.9172957819190055,0.08270421808099448,0.0,0.4,11.670553000044492,259.51558499991734,True,0;1;2;3;4,0;1;2;3;4;5;6;7;8;10;11;13;14;15;16;17;19;20;23;24;25;26;27;28;29;30;31;32;33;35;36;37;39;40;41;43;44;45;46;47;48;49,True,baseline:0.146250
qore_dpr,nq_46,0.0,0.0,0.9358387436284357,0.06416125637156433,0.0,0.0,11.361855000018295,269.35438800001066,True,0;1;2;3;4,8;9;12,True,baseline:0.144658
qore_dpr,nq_47,0.125,0.2,0.901395502498428,0.09860449750157196,0.0,0.33333333333333337,11.462793999953647,310.6172489999608,True,0;1;2;3;4,2;6;9;22;36;38;40;43,True,baseline:0.154799
qore_dpr,nq_48,0.2727272727272727,0.6,0.8646392887618315,0.1353607112381685,0.0,0.0,11.636349000013979,180.3125320000163,True,0;1;2;3;5,0;1;2;4;6;7;9;16;18;41;47,True,baseline:0.148761
qore_dpr,nq_49,0.0,0.0,0.7818707215220047,0.21812927847799535,0.0,0.5,11.634984000011173,240.87092199999915,True,0;1;2;3;4,10;21;45,True,baseline:0.147221
qore_dpr,nq_50,,0.0,0.7765335840161949,0.22346641598380512,0.0,0.0,11.53106900005696,303.89007099995524,False,0;1;2;3;6,,True,baseline:0.162729
qore_dpr,nq_51,0.14285714285714285,0.6,0.9061749554822892,0.09382504451771079,1.0,1.0,11.485902999993414,179.71659900001669,True,0;1;2;3;4,2;3;4;5;6;15;17;19;20;21;22;25;26;28;29;37;38;40;42;43;45,True,baseline:0.159465
qore_dpr,nq_52,,0.0,0.6721045106664618,0.3278954893335382,0.0,0.0,11.476192000031915,159.3700500000068,False,0;1;2;4;9,,True,baseline:0.151891
qore_dpr,nq_53,0.11764705882352941,0.4,0.7683149975396713,0.23168500246032875,0.0,0.6666666666666666,11.575387999982922,239.62846400002036,True,0;1;2;3;5,0;3;4;7;9;11;13;14;22;28;34;37;41;43;44;45;46,True,baseline:0.145273
qore_dpr,nq_54,0.2,0.2,0.897658019887998,0.10234198011200202,0.0,0.0,11.409770000000208,240.68681099993228,True,0;1;2;3;4,1;13;34;42;47,True,baseline:0.148627
qore_dpr,nq_55,0.16666666666666666,0.2,0.88525619683694,0.11474380316305999,0.0,0.25,11.436587000048348,284.0201320000233,True,0;1;2;3;4,3;13;15;18;26;37,True,baseline:0.148761
qore_dpr,nq_56,,0.0,0.8101760462692671,0.1898239537307329,0.0,0.0,11.637177000011434,178.30260900007033,False,0;1;2;3;4,,True,baseline:0.148489
qore_dpr,nq_57,0.6666666666666666,0.8,0.7616142827124415,0.23838571728755853,1.0,1.0,11.542093000002751,179.69799699994837,True,0;1;2;4;8,0;1;2;4;5;38,True,baseline:0.146473
qore_dpr,nq_58,,0.0,0.6768614539271851,0.3231385460728149,0.0,0.0,11.563549000015882,260.6560059999765,False,0;1;2;3;9,,True,baseline:0.143768
qore_dpr,nq_59,,0.0,0.6788711204982768,0.3211288795017232,0.0,0.0,11.461056000030112,324.04383000005055,False,0;1;2;4;8,,True,baseline:0.146947
qore_dpr,nq_60,0.18181818181818182,0.4,0.8178505417605344,0.1821494582394656,0.0,0.5,11.464627000009386,240.55452400000377,True,0;1;2;3;7,1;3;4;5;6;17;18;22;28;35;37,True,baseline:0.149224
qore_dpr,nq_61,0.125,0.2,0.8737864046993622,0.1262135953006378,1.0,1.0,11.37210900003538,178.59390499995698,True,0;1;2;3;8,3;4;7;10;24;34;36;47,True,baseline:0.151082
qore_dpr,nq_62,0.25,0.2,0.8619709981306567,0.1380290018693433,1.0,1.0,11.440092000043478,219.27948199993352,True,0;1;2;3;8,2;11;19;20,True,baseline:0.144604
qore_dpr,nq_63,0.3333333333333333,0.2,0.791191609055085,0.208808390944915,0.0,0.6666666666666666,11.400377999962075,219.9166719999539,True,0;1;2;5;13,0;18;49,True,baseline:0.147021
qore_dpr,nq_64,0.2727272727272727,0.6,0.7644331785007598,0.23556682149924024,0.0,0.6666666666666666,11.399390999940806,199.617344000103,True,0;1;2;4;5,0;1;3;4;7;9;10;12;29;32;36,True,baseline:0.149071
qore_dpr,nq_65,0.25,0.4,0.8461332777756428,0.15386672222435716,0.0,0.6666666666666666,11.462888999972165,159.11920099995314,True,0;1;2;4;10,0;3;4;5;6;7;9;37,True,baseline:0.146763
qore_dpr,nq_66,0.18181818181818182,0.4,0.7837403587442957,0.2162596412557043,1.0,1.0,11.53194899995924,281.12246900002447,True,0;1;2;3;6,0;3;9;11;13;16;24;26;31;34;38,True,baseline:0.144848
qore_dpr,nq_67,,0.0,0.7214440698078937,0.27855593019210634,1.0,1.0,11.613790999945195,157.06170500004646,False,0;1;2;3;5,,True,baseline:0.148451
qore_dpr,nq_68,0.5,0.2,0.8397082391964847,0.16029176080351526,0.0,0.5,11.329328999977406,200.94059600000946,True,0;1;2;3;4,4;11,True,baseline:0.147210
qore_dpr,nq_69,,0.0,0.6653095877259281,0.3346904122740719,0.0,0.0,11.54527699998198,221.28826699997717,False,0;1;2;4;7,,True,baseline:0.167290
qore_dpr,nq_70,0.0,0.0,0.7739840902004268,0.2260159097995732,0.0,0.0,11.4822829999639,199.107253999955,True,0;1;2;5;8,7;24,True,baseline:0.153902
qore_dpr,nq_71,0.3333333333333333,0.6,0.8638184982927836,0.13618150170721643,0.0,0.4,11.566967000021577,307.7759390000665,True,0;1;2;3;5,0;3;5;12;14;18;22;23;29,True,baseline:0.151479
qore_dpr,nq_72,0.375,0.6,0.7477190978414857,0.2522809021585143,0.0,0.6666666666666666,11.491400999943835,239.67294199997013,True,0;1;2;5;13,0;1;2;3;4;11;14;43,True,baseline:0.151736
qore_dpr,nq_73,0.6666666666666666,0.4,0.7166004873766265,0.2833995126233735,1.0,1.0,11.504442999921594,177.9104309999866,True,0;1;2;3;5,0;1;4,True,baseline:0.168543
qore_dpr,nq_74,0.0,0.0,0.8400180604550116,0.1599819395449884,0.0,0.0,11.436871000000792,218.59260299993366,True,0;1;2;3;4,9;40;41,True,baseline:0.150241
qore_dpr,nq_75,0.75,0.6,0.7694442076430089,0.23055579235699108,1.0,1.0,11.474628999962988,219.8358340000368,True,0;1;2;3;8,0;1;2;24,True,baseline:0.151859
qore_dpr,nq_76,0.75,0.6,0.8097106021507893,0.19028939784921073,0.0,0.5714285714285715,11.530612000001383,291.73909400003595,True,0;1;2;3;4,0;1;3;10,True,baseline:0.143565
qore_dpr,nq_77,,0.0,0.6864237928790476,0.31357620712095235,0.0,0.0,11.368898000000627,467.49976199998855,False,0;1;2;5;6,,True,baseline:0.145947
qore_dpr,nq_78,0.2,0.2,0.7923259453782162,0.2076740546217838,1.0,1.0,11.30896400002257,260.35156600005394,True,0;1;2;7;10,0;16;19;25;28,True,baseline:0.155069
qore_dpr,nq_79,0.5,0.4,0.7818709015288574,0.2181290984711426,0.0,0.6666666666666666,11.645151000038823,303.5249349999276,True,0;1;3;5;11,0;1;2;37,True,baseline:0.143244
qore_dpr,nq_80,0.25,0.4,0.7939537851526144,0.2060462148473856,1.0,1.0,11.603089999994154,240.36556400005793,True,0;1;4;5;6,0;2;3;4;7;8;13;14,True,baseline:0.146774
qore_dpr,nq_81,0.16129032258064516,1.0,0.8591748900644903,0.14082510993550967,0.0,0.5,11.483585000064522,221.30585500008237,True,0;1;2;3;4,0;1;2;3;4;5;7;8;9;10;11;12;13;15;18;23;25;26;27;28;29;31;33;35;36;37;39;41;43;45;47,True,baseline:0.146807
qore_dpr,nq_82,0.3333333333333333,0.2,0.8542569174493255,0.14574308255067447,0.0,0.5,11.512723999999253,180.0448859999051,True,0;1;2;3;7,3;5;35,True,baseline:0.157296
qore_dpr,nq_83,,0.0,0.7673386916765157,0.2326613083234843,0.0,0.0,11.520842999971137,199.7785120000799,False,0;1;2;3;4,,True,baseline:0.151777
qore_dpr,nq_84,0.0,0.0,0.7875464684293588,0.21245353157064117,0.0,0.0,11.47685899991302,261.5536340000517,True,0;1;2;3;7,25,True,baseline:0.146897
qore_dpr,nq_85,0.2,0.2,0.8755776190935493,0.12442238090645075,0.0,0.0,11.47396499993647,219.12276299997302,True,0;1;2;4;5,1;3;8;37;39,True,baseline:0.152782
qore_dpr,nq_86,0.14285714285714285,0.2,0.7490657553217585,0.25093424467824155,0.0,0.6666666666666666,11.516686000049958,157.18390699998963,True,0;1;2;3;9,0;12;14;16;31;35;39,True,baseline:0.161635
qore_dpr,nq_87,0.4,0.4,0.7454083193913903,0.2545916806086097,1.0,1.0,11.504276999971808,261.31597500000225,True,0;1;2;3;5,0;1;4;12;30,True,baseline:0.145274
qore_dpr,nq_88,0.3333333333333333,0.2,0.8973337727553758,0.10266622724462415,0.0,0.0,11.40984500000286,260.39860299999873,True,0;1;2;3;5,2;4;31,True,baseline:0.153503
qore_dpr,nq_89,0.0,0.0,0.900182813793446,0.099817186206554,0.0,0.0,11.449965999986489,219.83792300000005,True,0;1;2;3;4,14;22;23;25;40,True,baseline:0.150999
qore_dpr,nq_90,0.3333333333333333,0.2,0.6886996322206482,0.31130036777935177,0.0,0.6666666666666666,11.432058999957917,218.6065900000358,True,0;1;2;3;5,0;10;17,True,baseline:0.151901
qore_dpr,nq_91,,0.0,0.8286090304953792,0.17139096950462085,0.0,0.6666666666666666,11.485988000004,261.0744910000449,False,0;1;2;5;9,,True,baseline:0.149406
qore_dpr,nq_92,,0.0,0.738738503749375,0.261261496250625,0.0,0.0,11.396586000046227,219.97637900005884,False,0;1;2;3;4,,True,baseline:0.139801
qore_dpr,nq_93,,0.0,0.6955513679978301,0.30444863200216987,0.0,0.3333333333333333,11.546576999990066,219.2313100000547,False,0;1;2;3;7,,True,baseline:0.150676
qore_dpr,nq_94,1.0,0.4,0.7457016371502998,0.2542983628497002,0.0,0.3333333333333333,11.358612999970319,282.0239689999653,True,0;1;2;3;6,0;2,True,baseline:0.159644
qore_dpr,nq_95,0.2727272727272727,0.6,0.920431498484179,0.07956850151582096,0.0,0.4,11.453102000018589,239.25269699998353,True,0;1;2;3;4,0;3;4;8;23;26;29;35;38;43;49,True,baseline:0.159898
qore_dpr,nq_96,0.5,0.4,0.8483491357700202,0.15165086422997975,1.0,1.0,11.40748300008454,179.20278400004008,True,0;1;2;3;5,0;1;25;36,True,baseline:0.149327
qore_dpr,nq_97,0.0,0.0,0.7532229284627909,0.24677707153720907,0.0,0.0,11.666363000017554,225.6803120000086,True,0;1;2;3;7,8;13;47,True,baseline:0.162618
qore_dpr,nq_98,0.25,0.6,0.8334742395196713,0.16652576048032874,0.0,0.4,11.627669999938917,331.7124249999779,True,0;1;2;3;11,0;1;7;10;11;18;24;25;26;28;36;48,True,baseline:0.149728
qore_dpr,nq_99,1.0,0.4,0.8356472042205324,0.1643527957794676,0.0,0.6666666666666666,11.829085999920608,203.51115600010417,True,0;1;2;3;4,0;4,True,baseline:0.148886
qore_dpr,nq_100,0.42857142857142855,0.6,0.8368112340578362,0.1631887659421638,0.0,0.0,11.734938000017792,205.92449799994483,True,0;1;2;4;5,0;2;5;17;39;43;45,True,baseline:0.149195
qore_dpr,nq_101,0.2222222222222222,0.4,0.8192528473776607,0.1807471526223393,0.0,0.7499999999999999,11.438010000006216,239.77678400001423,True,0;1;2;4;5,1;2;13;23;24;26;31;40;45,True,baseline:0.149180
qore_dpr,nq_102,0.42857142857142855,0.6,0.7755796204942644,0.22442037950573557,1.0,1.0,11.441188999924634,178.20323700004792,True,0;1;2;5;6,0;2;6;16;17;26;29,True,baseline:0.151896
qore_dpr,nq_103,0.0,0.0,0.7795920129741287,0.22040798702587128,0.0,0.5,11.421241999983067,221.38522399995963,True,0;1;2;3;5,10,True,baseline:0.142966
qore_dpr,nq_104,1.0,0.2,0.9383947984768681,0.06160520152313187,1.0,1.0,11.397557000009328,239.16878299996824,True,0;1;2;3;4,1,True,baseline:0.163754
qore_dpr,nq_105,0.125,1.0,0.8274459941012378,0.17255400589876224,0.0,0.2857142857142857,11.51497900002596,323.2022040000402,True,0;1;2;3;7,0;1;2;3;4;5;6;7;8;12;13;14;15;16;17;18;19;20;22;23;25;26;27;28;29;30;32;35;36;37;38;40;41;42;44;45;46;47;48;49,True,baseline:0.158303
qore_dpr,nq_106,,0.0,0.7988994551797293,0.20110054482027073,0.0,0.0,11.487039000030563,260.5484979999346,False,0;1;2;5;9,,True,baseline:0.152376
qore_dpr,nq_107,,0.0,0.8061846589237784,0.19381534107622156,0.0,0.0,11.474340000063421,281.6385139999511,False,0;1;2;8;9,,True,baseline:0.152879
qore_dpr,nq_108,0.16666666666666666,0.4,0.8036145542237104,0.19638544577628958,0.0,0.0,11.443203999988327,219.53667999991922,True,0;1;2;3;4,2;3;5;6;12;14;24;29;36;40;42;43,True,baseline:0.145796
qore_dpr,nq_109,,0.0,0.7417321820662952,0.2582678179337048,0.0,0.0,11.477168999931564,198.51767599993764,False,0;1;2;3;7,,True,baseline:0.145668
qore_dpr,nq_110,,0.0,0.8544368697743814,0.14556313022561862,0.0,0.0,11.603192000052331,220.21987999994508,False,0;1;2;3;6,,True,baseline:0.152902
qore_dpr,nq_111,,0.0,0.9334690528595896,0.06653094714041041,0.0,0.0,11.48740500002532,220.03806800000802,False,0;1;2;3;4,,True,baseline:0.163128
qore_dpr,nq_112,0.25,1.0,0.8731674837680921,0.12683251623190794,0.0,0.5,11.53641600001265,240.83894000000328,True,0;1;2;3;4,0;1;2;3;4;5;6;7;8;9;13;15;17;24;26;29;33;38;44;49,True,baseline:0.148223
qore_dpr,nq_113,0.5,0.4,0.7851288480348881,0.21487115196511186,0.0,0.4,11.52022600001601,281.4388530000542,True,0;1;2;3;7,0;1;6;40,True,baseline:0.149091
qore_dpr,nq_114,0.0,0.0,0.8586951060615874,0.1413048939384126,0.0,0.28571428571428575,11.374313000032998,239.3613250000044,True,0;1;2;3;4,37,True,baseline:0.156476
qore_dpr,nq_115,0.5,0.2,0.7559654589886522,0.2440345410113478,1.0,1.0,11.496437999994669,219.73446999993484,True,0;1;2;3;4,0;7,True,baseline:0.149468
qore_dpr,nq_116,0.18181818181818182,0.8,0.9076834041738435,0.09231659582615648,0.0,0.6666666666666666,11.514311000041744,178.59212099995148,True,0;1;2;3;4,0;1;2;3;5;8;10;12;13;23;26;27;28;29;31;33;37;39;41;42;44;47,True,baseline:0.153242
qore_dpr,nq_117,0.0,0.0,0.8585838793313456,0.1414161206686544,0.0,0.0,11.53676199999154,179.46022499995706,True,0;1;2;5;7,3;4,True,baseline:0.153264
qore_dpr,nq_118,,0.0,0.7586439890461344,0.2413560109538656,0.0,0.0,11.57034199991358,262.5513409999485,False,0;1;2;3;4,,True,baseline:0.152569
qore_dpr,nq_119,0.2,0.2,0.8205333102760225,0.1794666897239775,1.0,1.0,11.497310999970978,200.74892100001307,True,0;1;2;3;5,0;8;11;15;19,True,baseline:0.167845
qore_dpr,nq_120,0.5,0.4,0.7218552216458003,0.2781447783541997,0.0,0.5,11.582361999899149,220.31869800002823,True,0;1;2;6;10,0;2;4;5,True,baseline:0.149879
qore_dpr,nq_121,0.07692307692307693,0.2,0.8740992860932699,0.12590071390673008,0.0,0.0,11.483796999982587,221.17227800004002,True,0;1;2;3;4,0;7;10;12;17;18;26;28;29;45;46;48;49,True,baseline:0.143451
qore_dpr,nq_122,,0.0,0.8625025582792357,0.13749744172076428,0.0,0.0,11.448286000018015,325.29617900001995,False,0;1;2;3;5,,True,baseline:0.163088
qore_dpr,nq_123,0.5,0.6,0.8484269248039992,0.15157307519600083,1.0,1.0,11.434997000037583,200.10976100002154,True,0;1;2;3;6,1;2;4;6;7;12,True,baseline:0.149687
qore_dpr,nq_124,1.0,0.2,0.7730680564679607,0.22693194353203927,1.0,1.0,11.594317999993109,239.59458900003483,True,0;1;2;3;4,4,True,baseline:0.155142
qore_dpr,nq_125,0.3333333333333333,0.8,0.8912383073135274,0.10876169268647262,0.0,0.6666666666666666,11.462008999956197,178.61091300005683,True,0;1;2;3;5,0;1;2;4;5;6;7;8;10;21;40;47,True,baseline:0.151327
qore_dpr,nq_126,0.6666666666666666,0.4,0.6795047807396646,0.3204952192603354,1.0,1.0,11.448530000052415,159.0485680000029,True,0;1;2;6;8,0;1;4,True,baseline:0.141382
qore_dpr,nq_127,0.75,0.6,0.8691740389748492,0.13082596102515076,1.0,1.0,11.479250999968826,157.03299000006155,True,0;1;2;3;4,0;1;3;7,True,baseline:0.147933
qore_dpr,nq_128,0.25,0.4,0.8875779584899638,0.11242204151003621,1.0,1.0,11.43215499996586,178.90939899996283,True,0;1;2;4;6,0;4;9;15;28;33;35;44,True,baseline:0.149041
qore_dpr,nq_129,0.3333333333333333,0.6,0.8785640763002018,0.12143592369979817,1.0,1.0,11.879701999987446,209.99528900006226,True,0;1;2;3;6,0;1;5;6;9;10;33;37;48,True,baseline:0.203370
qore_dpr,nq_130,,0.0,0.7656686575322242,0.23433134246777576,0.0,0.25,11.835165999968922,295.29442900002323,False,0;1;3;4;5,,True,baseline:0.197340
qore_dpr,nq_131,0.14285714285714285,0.2,0.9020968277200998,0.0979031722799002,0.0,0.0,11.741573999984212,210.39327400001184,True,0;1;2;3;8,0;4;15;20;23;43;46,True,baseline:0.176384
qore_dpr,nq_132,0.0,0.0,0.8351148033603429,0.16488519663965706,0.0,0.0,11.757634999980837,363.05035499992755,True,0;1;2;3;6,9;18;19;28,True,baseline:0.199326
qore_dpr,nq_133,0.2,0.2,0.8493613631265486,0.15063863687345136,0.0,0.3333333333333333,11.835727999937262,250.99367699999675,True,0;1;2;3;4,2;5;9;31;47,True,baseline:0.206543
qore_dpr,nq_134,0.5,0.4,0.9010675665374688,0.09893243346253122,0.0,0.0,11.845793000020421,252.93117299997903,True,0;1;2;3;4,0;3;5;6,True,baseline:0.196610
qore_dpr,nq_135,0.25,0.2,0.6551920456996129,0.34480795430038713,0.0,0.5,11.751626999966902,273.8435720000325,True,0;1;3;4;11,0;20;28;38,True,baseline:0.197130
qore_dpr,nq_136,0.0,0.0,0.7503361439405236,0.24966385605947639,0.0,0.0,11.90204400006678,340.17595799991796,True,0;1;2;3;5,21,True,baseline:0.177544
qore_dpr,nq_137,0.5,0.2,0.8128466299718375,0.18715337002816246,0.0,0.2857142857142857,11.766824000005727,737.4477580000303,True,0;1;2;4;5,0;3,True,baseline:0.201304
qore_dpr,nq_138,,0.0,0.7810591684585135,0.21894083154148647,0.0,0.0,11.67715799999769,206.07081799994376,False,0;1;2;9;10,,True,baseline:0.195266
qore_dpr,nq_139,,0.0,0.6859099232407405,0.3140900767592595,0.0,0.0,11.882811999953447,163.6390900000606,False,0;1;2;4;8,,True,baseline:0.193753
