configuration,question_id,recall,precision,redundancy,diversity,em,f1,selection_time_ms,generation_time_ms,retrieval_hit,selected_ranks,gold_ranks,plugin_timing_available,plugin_timing_ms
qore_as_control,nq_21,0.75,0.6,0.6604867223791132,0.3395132776208868,0.0,0.33333333333333337,11.296323999999913,300.3656629999796,True,0;1;3;25;48,0;1;3;16,True,baseline:0.159445
qore_as_control,nq_22,0.3333333333333333,0.8,0.7779250985182056,0.22207490148179443,0.0,0.6666666666666666,11.268815999983417,174.2519839999659,True,0;3;5;26;30,0;3;5;12;17;22;24;26;28;31;34;48,True,baseline:0.154125
qore_as_control,nq_23,0.75,0.6,0.8251881144429756,0.17481188555702443,1.0,1.0,11.242034000019885,175.040383999999,True,5;7;8;33;34,5;8;31;33,True,baseline:0.165393
qore_as_control,nq_24,1.0,0.8,0.9102010331457286,0.08979896685427136,1.0,1.0,11.20277399996894,218.7559189999888,True,0;1;2;4;7,0;2;4;7,True,baseline:0.155786
qore_as_control,nq_25,0.3333333333333333,0.8,0.7718850651428916,0.22811493485710843,0.0,0.5,11.171920999970553,224.8289049999812,True,7;15;19;24;43,0;3;5;15;19;24;34;37;41;42;43;45,True,baseline:0.149912
qore_as_control,nq_26,,0.0,0.6727415658000853,0.32725843419991474,0.0,0.0,11.352498000007927,240.7618449999518,False,8;23;29;45;46,,True,baseline:0.181477
qore_as_control,nq_27,1.0,0.2,0.6411275353263264,0.3588724646736736,0.0,0.8,11.201406999987285,278.6825370000088,True,0;13;14;20;29,0,True,baseline:0.192572
qore_as_control,nq_28,0.35714285714285715,1.0,0.8423135163671047,0.15768648363289528,0.0,0.6666666666666666,11.173963000032927,196.32841800000733,True,14;31;32;35;40,0;1;3;11;14;15;18;25;28;31;32;35;40;45,True,baseline:0.172849
qore_as_control,nq_29,0.5,0.2,0.8546793899849771,0.14532061001502294,0.0,1.0,11.160454000048503,258.31057999999985,True,2;4;9;10;22,1;2,True,baseline:0.165186
qore_as_control,nq_30,0.5,0.8,0.7933957345585538,0.20660426544144617,1.0,1.0,11.22169899997516,278.45138999998653,True,0;1;25;27;33,0;1;3;6;10;25;27;29,True,baseline:0.167956
qore_as_control,nq_31,1.0,0.2,0.8118790882970668,0.1881209117029332,1.0,1.0,11.245810999980677,174.17474500001617,True,0;3;5;6;44,0,True,baseline:0.167597
qore_as_control,nq_32,,0.0,0.78840390451779,0.21159609548221003,0.0,0.5,11.28509599999461,174.6126360000062,False,3;5;15;19;32,,True,baseline:0.175342
qore_as_control,nq_33,0.0,0.0,0.6037403700293253,0.39625962997067465,0.0,0.8,11.21833700000252,217.0586100000378,True,5;28;31;39;47,0;6,True,baseline:0.172630
qore_as_control,nq_34,0.4,0.4,0.8244662323566813,0.17553376764331874,0.0,0.0,11.412070999995194,280.365515000085,True,2;6;7;8;31,1;4;8;13;31,True,baseline:0.175157
qore_as_control,nq_35,1.0,0.6,0.900795916497173,0.09920408350282695,1.0,1.0,13.090104000070824,302.9697289999831,True,3;5;6;11;15,3;5;6,True,baseline:0.203054
qore_as_control,nq_36,0.0,0.0,0.7486184147000069,0.2513815852999931,0.0,0.0,11.316534999991745,195.4274989999476,True,3;17;20;27;31,5;7,True,baseline:0.172085
qore_as_control,nq_37,0.75,0.6,0.7393257980810525,0.2606742019189475,1.0,1.0,11.216726000043309,257.84758299994337,True,0;3;17;30;33,0;3;23;30,True,baseline:0.164725
qore_as_control,nq_38,0.2777777777777778,1.0,0.8587860043478145,0.1412139956521855,0.0,0.8,13.063160999990941,397.800886999903,True,0;5;6;8;11,0;1;2;3;4;5;6;7;8;11;17;19;25;26;31;33;45;47,True,baseline:0.197975
qore_as_control,nq_39,0.05555555555555555,0.2,0.8500325287756467,0.14996747122435328,0.0,0.5,13.014063000014175,198.3073210000157,True,0;1;27;41;47,2;3;4;6;8;10;11;15;16;19;23;33;38;40;43;44;45;47,True,baseline:0.194884
qore_as_control,nq_40,,0.0,0.8863373361045189,0.11366266389548108,0.0,0.0,11.58277599995472,447.98342599995067,False,1;6;13;30;34,,True,baseline:0.166181
qore_as_control,nq_41,,0.0,0.8029609282684909,0.19703907173150914,0.0,0.0,11.226876000023367,389.73158500004956,False,8;12;17;31;42,,True,baseline:0.164290
qore_as_control,nq_42,0.75,0.6,0.8090624904723966,0.19093750952760336,1.0,1.0,11.457667000058791,204.67696200000773,True,0;13;14;17;21,0;14;21;29,True,baseline:0.180896
qore_as_control,nq_43,,0.0,0.6789006493212651,0.32109935067873485,0.0,0.0,13.070044000073722,239.25211100004162,False,8;26;34;35;36,,True,baseline:0.169099
qore_as_control,nq_44,0.0,0.0,0.8591387544363798,0.14086124556362023,0.0,0.0,11.3610040000367,197.25633099994866,True,0;5;25;41;44,47,True,baseline:0.167258
qore_as_control,nq_45,0.11904761904761904,1.0,0.8518551726209793,0.14814482737902068,0.0,0.5,11.313336999933199,220.34179299998868,True,6;11;35;40;49,0;1;2;3;4;5;6;7;8;10;11;13;14;15;16;17;19;20;23;24;25;26;27;28;29;30;31;32;33;35;36;37;39;40;41;43;44;45;46;47;48;49,True,baseline:0.186573
qore_as_control,nq_46,0.0,0.0,0.8462928316981531,0.15370716830184694,0.0,0.0,12.395601999969585,281.50954399995953,True,10;20;22;28;29,8;9;12,True,baseline:0.167003
qore_as_control,nq_47,0.25,0.4,0.8723644402056744,0.12763555979432561,0.0,0.5,11.294215000020813,259.03251299996555,True,2;16;19;29;36,2;6;9;22;36;38;40;43,True,baseline:0.179941
qore_as_control,nq_48,0.18181818181818182,0.4,0.7677023478348122,0.23229765216518783,0.0,0.0,13.282554999932472,298.54510999996364,True,1;2;3;25;34,0;1;2;4;6;7;9;16;18;41;47,True,baseline:0.213458
qore_as_control,nq_49,0.3333333333333333,0.2,0.7955556703109785,0.2044443296890215,0.0,0.5,11.249487999975827,248.0447620000632,True,1;6;35;41;45,10;21;45,True,baseline:0.177376
qore_as_control,nq_50,,0.0,0.7594973493197579,0.24050265068024212,0.0,0.28571428571428575,12.262810000038371,251.07307700000092,False,3;12;17;28;29,,True,baseline:0.169300
qore_as_control,nq_51,0.09523809523809523,0.4,0.8417895760075063,0.15821042399249374,1.0,1.0,11.255319999918356,174.9381560000529,True,31;34;42;43;49,2;3;4;5;6;15;17;19;20;21;22;25;26;28;29;37;38;40;42;43;45,True,baseline:0.188283
qore_as_control,nq_52,,0.0,0.6580139092928325,0.34198609070716746,0.0,0.0,11.237672999982351,177.3276579999674,False,11;23;26;34;39,,True,baseline:0.164070
qore_as_control,nq_53,0.17647058823529413,0.6,0.7091926641087198,0.29080733589128016,0.0,0.6666666666666666,11.291561999996702,237.7785160000485,True,16;17;41;43;44,0;3;4;7;9;11;13;14;22;28;34;37;41;43;44;45;46,True,baseline:0.180590
qore_as_control,nq_54,0.2,0.2,0.8342245564672475,0.16577544353275253,0.0,0.0,11.146560000042882,239.39886000005117,True,2;21;22;40;42,1;13;34;42;47,True,baseline:0.166397
qore_as_control,nq_55,0.3333333333333333,0.4,0.7929647419852625,0.20703525801473754,1.0,1.0,11.421834000088893,217.19394400008696,True,3;15;27;46;47,3;13;15;18;26;37,True,baseline:0.176970
qore_as_control,nq_56,,0.0,0.7388401911112723,0.2611598088887277,0.0,0.0,11.226577999991605,175.86244099993564,False,26;28;36;40;48,,True,baseline:0.157445
qore_as_control,nq_57,0.6666666666666666,0.8,0.8261734202623845,0.1738265797376155,1.0,1.0,11.142126000095232,185.45418799999425,True,0;1;2;4;6,0;1;2;4;5;38,True,baseline:0.153194
qore_as_control,nq_58,,0.0,0.6135741339489021,0.38642586605109785,0.0,0.0,11.363793999976224,259.6699869999384,False,0;1;19;34;45,,True,baseline:0.171775
qore_as_control,nq_59,,0.0,0.6484230710338081,0.35157692896619186,0.0,0.28571428571428575,11.271727000007559,239.28788799992162,False,4;21;32;33;35,,True,baseline:0.160069
qore_as_control,nq_60,0.36363636363636365,0.8,0.7980892725757036,0.2019107274242964,0.0,0.5,11.309520000054363,238.1186439999965,True,1;3;17;30;35,1;3;4;5;6;17;18;22;28;35;37,True,baseline:0.169453
qore_as_control,nq_61,0.5,0.8,0.7562575560518632,0.24374244394813682,0.0,0.6666666666666666,11.170909000043139,302.02129300005254,True,4;7;17;36;47,3;4;7;10;24;34;36;47,True,baseline:0.161505
qore_as_control,nq_62,0.75,0.6,0.8016470547823153,0.19835294521768465,0.0,0.4,11.198961999980384,196.71744899994792,True,6;11;14;19;20,2;11;19;20,True,baseline:0.157721
qore_as_control,nq_63,0.3333333333333333,0.2,0.8140309606655348,0.18596903933446518,0.0,0.6666666666666666,11.393092999924193,216.99428900001294,True,0;4;12;13;15,0;18;49,True,baseline:0.161818
qore_as_control,nq_64,0.2727272727272727,0.6,0.8371888670370181,0.16281113296298189,0.0,0.6666666666666666,11.266138999985742,195.1555279999866,True,0;12;25;36;47,0;1;3;4;7;9;10;12;29;32;36,True,baseline:0.184182
qore_as_control,nq_65,0.625,1.0,0.9032599662622462,0.09674003373775375,0.0,0.6666666666666666,11.217949000069893,194.8089689999506,True,0;3;6;9;37,0;3;4;5;6;7;9;37,True,baseline:0.165311
qore_as_control,nq_66,0.36363636363636365,0.8,0.7807348065027465,0.21926519349725349,1.0,1.0,11.140456999896742,279.90878100001737,True,9;13;16;20;26,0;3;9;11;13;16;24;26;31;34;38,True,baseline:0.172525
qore_as_control,nq_67,,0.0,0.7000849449073352,0.2999150550926648,1.0,1.0,11.328971000011734,194.94401500003278,False,1;6;7;9;31,,True,baseline:0.170158
qore_as_control,nq_68,0.0,0.0,0.8462476448964228,0.1537523551035772,0.0,0.5,11.345923000021685,196.04176199993617,True,0;2;16;33;47,4;11,True,baseline:0.167777
qore_as_control,nq_69,,0.0,0.6787632268143693,0.3212367731856307,0.0,0.0,11.270439999975679,258.7042029999793,False,3;8;9;23;34,,True,baseline:0.170393
qore_as_control,nq_70,0.0,0.0,0.7029385790640859,0.29706142093591414,0.0,0.0,11.266200000022764,194.8711180000373,True,2;40;42;43;45,7;24,True,baseline:0.183130
qore_as_control,nq_71,0.2222222222222222,0.4,0.8704958373298914,0.12950416267010856,0.0,0.6666666666666666,11.180296000020462,196.65674999998828,True,2;23;29;31;39,0;3;5;12;14;18;22;23;29,True,baseline:0.166947
qore_as_control,nq_72,0.375,0.6,0.7401268211497769,0.2598731788502231,0.0,0.5714285714285715,11.414472999945247,237.489437000022,True,0;1;10;17;43,0;1;2;3;4;11;14;43,True,baseline:0.160004
qore_as_control,nq_73,1.0,0.6,0.7363225368997981,0.2636774631002019,1.0,1.0,11.368786000048203,174.7096630000442,True,0;1;4;12;43,0;1;4,True,baseline:0.180698
qore_as_control,nq_74,0.6666666666666666,0.4,0.8103143524869306,0.18968564751306938,0.0,0.5,11.197799000001396,257.3778849999826,True,4;9;11;40;47,9;40;41,True,baseline:0.163447
qore_as_control,nq_75,1.0,0.8,0.7895018737987641,0.21049812620123587,1.0,1.0,11.454407999963223,218.91553099999328,True,0;1;2;10;24,0;1;2;24,True,baseline:0.180455
qore_as_control,nq_76,1.0,0.8,0.8914460782209618,0.10855392177903822,0.0,0.6666666666666666,11.184277000097609,279.33412600009433,True,0;1;3;7;10,0;1;3;10,True,baseline:0.176991
qore_as_control,nq_77,,0.0,0.6263210278858169,0.3736789721141831,0.0,0.4,11.52923099994041,216.2884629999553,False,10;18;32;44;47,,True,baseline:0.175041
qore_as_control,nq_78,0.4,0.4,0.8174135103336926,0.18258648966630742,1.0,1.0,11.227227999938805,259.1027710000162,True,0;13;23;28;38,0;16;19;25;28,True,baseline:0.168496
qore_as_control,nq_79,0.5,0.4,0.8260598644210682,0.17394013557893184,0.0,0.6666666666666666,11.562372999947002,307.1876770000017,True,0;1;9;21;45,0;1;2;37,True,baseline:0.176300
qore_as_control,nq_80,0.5,0.8,0.8094359123819028,0.19056408761809718,1.0,1.0,11.165393000055701,236.83193099998334,True,3;4;8;13;31,0;2;3;4;7;8;13;14,True,baseline:0.167700
qore_as_control,nq_81,0.0967741935483871,0.6,0.8295594145236377,0.17044058547636232,1.0,1.0,12.645427000052223,162.20089500006907,True,5;8;14;32;47,0;1;2;3;4;5;7;8;9;10;11;12;13;15;18;23;25;26;27;28;29;31;33;35;36;37;39;41;43;45;47,True,baseline:0.183888
qore_as_control,nq_82,0.3333333333333333,0.2,0.7609242606668382,0.23907573933316184,0.0,0.5,11.55952999999954,179.07317800006695,True,3;12;18;27;44,3;5;35,True,baseline:0.159925
qore_as_control,nq_83,,0.0,0.7450482060652505,0.25495179393474954,0.0,0.0,11.15973399998893,214.70413800000188,False,6;25;40;41;46,,True,baseline:0.162766
qore_as_control,nq_84,0.0,0.0,0.7135132356946624,0.2864867643053376,0.0,0.28571428571428575,11.178545000007034,205.5406550000498,True,28;30;35;36;42,25,True,baseline:0.149267
qore_as_control,nq_85,0.2,0.2,0.8338389629969738,0.1661610370030262,0.0,0.0,11.386229999970965,216.01958899998408,True,4;7;18;35;37,1;3;8;37;39,True,baseline:0.154197
qore_as_control,nq_86,0.2857142857142857,0.4,0.6870064431662728,0.3129935568337272,0.0,0.6666666666666666,11.213045999966198,154.95931700002075,True,0;11;17;39;45,0;12;14;16;31;35;39,True,baseline:0.153861
qore_as_control,nq_87,0.6,0.6,0.7217692124377784,0.27823078756222164,1.0,1.0,11.18591399995239,260.3235640000321,True,0;1;4;37;49,0;1;4;12;30,True,baseline:0.156994
qore_as_control,nq_88,0.6666666666666666,0.4,0.9009832539235971,0.09901674607640287,0.0,0.3333333333333333,11.264323999967019,196.1295500000233,True,2;4;11;13;15,2;4;31,True,baseline:0.152032
qore_as_control,nq_89,0.0,0.0,0.8466505197747969,0.15334948022520312,0.0,0.0,11.317202999975962,153.69620400008444,True,6;20;27;30;35,14;22;23;25;40,True,baseline:0.148981
qore_as_control,nq_90,0.6666666666666666,0.4,0.6479646335455793,0.3520353664544207,0.0,0.6666666666666666,11.238844999979847,215.95000199999959,True,0;3;17;37;40,0;10;17,True,baseline:0.153020
qore_as_control,nq_91,,0.0,0.8367339007437036,0.16326609925629643,0.0,0.6666666666666666,11.108666000041012,258.8246490000756,False,0;5;7;9;42,,True,baseline:0.158114
qore_as_control,nq_92,,0.0,0.7839237658246304,0.21607623417536959,0.0,0.0,11.301086000003124,197.11026000004495,False,0;6;14;15;20,,True,baseline:0.153589
qore_as_control,nq_93,,0.0,0.6628492892941423,0.33715071070585767,0.0,0.3333333333333333,11.337461999914922,215.80194399996344,False,0;3;14;31;39,,True,baseline:0.157027
qore_as_control,nq_94,1.0,0.4,0.7324300789918518,0.26756992100814825,0.0,0.3333333333333333,11.20967000008477,278.2885609999539,True,0;2;19;22;42,0;2,True,baseline:0.158104
qore_as_control,nq_95,0.45454545454545453,1.0,0.9343623713911284,0.06563762860887157,0.0,0.0,11.257932999910736,194.5865990001039,True,0;3;4;8;26,0;3;4;8;23;26;29;35;38;43;49,True,baseline:0.173183
qore_as_control,nq_96,0.75,0.6,0.7630188293349178,0.23698117066508217,1.0,1.0,11.274625999931231,175.42449799998394,True,1;8;10;25;36,0;1;25;36,True,baseline:0.181004
qore_as_control,nq_97,0.3333333333333333,0.2,0.8266711425963689,0.17332885740363113,1.0,1.0,11.161586000071111,199.32337299997016,True,25;29;35;47;49,8;13;47,True,baseline:0.164714
qore_as_control,nq_98,0.16666666666666666,0.4,0.8701348965660696,0.12986510343393043,0.0,0.0,11.591511000005994,370.6900749999704,True,0;2;33;47;48,0;1;7;10;11;18;24;25;26;28;36;48,True,baseline:0.165867
qore_as_control,nq_99,1.0,0.4,0.800688057073935,0.19931194292606502,0.0,0.4444444444444445,11.268645999962246,260.4757899999868,True,0;3;4;5;19,0;4,True,baseline:0.157145
qore_as_control,nq_100,0.42857142857142855,0.6,0.8360494764035818,0.16395052359641815,0.0,0.0,11.27289299995482,176.82700099999238,True,5;7;17;32;45,0;2;5;17;39;43;45,True,baseline:0.152929
qore_as_control,nq_101,0.2222222222222222,0.4,0.7539550120356822,0.24604498796431784,0.0,0.7499999999999999,11.4695729999994,238.63516500000514,True,1;2;10;20;32,1;2;13;23;24;26;31;40;45,True,baseline:0.157393
qore_as_control,nq_102,0.42857142857142855,0.6,0.7597615634251296,0.24023843657487043,1.0,1.0,11.473453999997218,177.5984820000076,True,2;6;24;26;44,0;2;6;16;17;26;29,True,baseline:0.155856
qore_as_control,nq_103,0.0,0.0,0.7577268664444702,0.24227313355552982,0.0,0.0,11.29677099993387,299.69296700005543,True,4;5;19;24;27,10,True,baseline:0.161604
qore_as_control,nq_104,1.0,0.2,0.8686048803550268,0.1313951196449732,0.0,0.6666666666666665,12.301503000003322,264.25036800003454,True,1;20;21;29;40,1,True,baseline:0.181834
qore_as_control,nq_105,0.125,1.0,0.793148969370737,0.20685103062926302,0.0,0.6666666666666666,12.24387399997795,266.8850320000047,True,14;30;32;46;48,0;1;2;3;4;5;6;7;8;12;13;14;15;16;17;18;19;20;22;23;25;26;27;28;29;30;32;35;36;37;38;40;41;42;44;45;46;47;48;49,True,baseline:0.180810
qore_as_control,nq_106,,0.0,0.7688059856294476,0.23119401437055243,0.0,0.0,11.301477000074556,196.46378999993885,False,9;14;19;34;46,,True,baseline:0.179860
qore_as_control,nq_107,,0.0,0.8576747965199193,0.1423252034800807,0.0,0.0,11.314639000033822,279.67489700006354,False,0;1;2;5;8,,True,baseline:0.156261
qore_as_control,nq_108,0.25,0.6,0.8449188994420638,0.15508110055793622,1.0,1.0,11.642382999980327,176.90811600004963,True,2;3;36;47;48,2;3;5;6;12;14;24;29;36;40;42;43,True,baseline:0.164703
qore_as_control,nq_109,,0.0,0.7007157105963577,0.29928428940364227,0.0,0.0,11.855592999950204,199.83279500002027,False,8;32;39;46;47,,True,baseline:0.178069
qore_as_control,nq_110,,0.0,0.735735644299725,0.26426435570027496,0.0,0.4,11.328186000014284,239.11610000004657,False,4;9;17;34;46,,True,baseline:0.176849
qore_as_control,nq_111,,0.0,0.8901095037365003,0.10989049626349967,0.0,0.0,11.28691400003845,217.05765299998347,False,0;13;26;27;45,,True,baseline:0.175386
qore_as_control,nq_112,0.25,1.0,0.8449998608077905,0.15500013919220945,0.0,0.5,11.581705000025977,244.11120100000971,True,8;17;24;26;33,0;1;2;3;4;5;6;7;8;9;13;15;17;24;26;29;33;38;44;49,True,baseline:0.158460
qore_as_control,nq_113,0.5,0.4,0.7254196632761263,0.2745803367238737,0.0,0.4,11.32473999996364,279.1316130000041,True,0;1;4;16;27,0;1;6;40,True,baseline:0.153674
qore_as_control,nq_114,1.0,0.2,0.8434680062672809,0.1565319937327191,0.0,0.28571428571428575,11.235145999989982,239.50623900009305,True,13;19;23;30;37,37,True,baseline:0.153806
qore_as_control,nq_115,0.5,0.2,0.7047744556625268,0.29522554433747317,1.0,1.0,11.203035999983513,216.97845699998197,True,0;23;25;28;33,0;7,True,baseline:0.156046
qore_as_control,nq_116,0.22727272727272727,1.0,0.9464443923215111,0.05355560767848888,0.0,0.6666666666666666,11.29609999998138,177.26966899999752,True,0;1;2;5;8,0;1;2;3;5;8;10;12;13;23;26;27;28;29;31;33;37;39;41;42;44;47,True,baseline:0.170994
qore_as_control,nq_117,0.0,0.0,0.842361266390849,0.15763873360915104,0.0,0.0,11.289858000054664,196.57793500005027,True,10;34;38;40;49,3;4,True,baseline:0.164409
qore_as_control,nq_118,,0.0,0.7283334528893339,0.27166654711066607,0.0,0.0,11.303496999971685,404.519855999979,False,4;6;17;29;45,,True,baseline:0.164106
qore_as_control,nq_119,0.2,0.2,0.8427755450798046,0.15722445492019543,1.0,1.0,11.741396999923381,199.9278810000078,True,5;10;11;22;43,0;8;11;15;19,True,baseline:0.167901
qore_as_control,nq_120,0.5,0.4,0.7455943281907123,0.25440567180928775,1.0,1.0,11.742403999960516,175.20494999996572,True,0;4;11;16;21,0;2;4;5,True,baseline:0.159004
qore_as_control,nq_121,0.23076923076923078,0.6,0.7792417385228149,0.22075826147718514,0.0,0.5714285714285715,11.392486999966422,281.2533080000321,True,10;18;29;34;40,0;7;10;12;17;18;26;28;29;45;46;48;49,True,baseline:0.147294
qore_as_control,nq_122,,0.0,0.7727713726849235,0.22722862731507654,0.0,0.6666666666666666,11.159088999988853,217.7674740000839,False,4;12;15;43;48,,True,baseline:0.147477
qore_as_control,nq_123,0.16666666666666666,0.2,0.7669353862106378,0.23306461378936216,1.0,1.0,11.24064400005409,215.5955160000076,True,4;33;41;45;47,1;2;4;6;7;12,True,baseline:0.150455
qore_as_control,nq_124,1.0,0.2,0.6442077852313124,0.3557922147686876,1.0,1.0,11.412496000048122,196.31178999998156,True,3;4;34;42;47,4,True,baseline:0.159965
qore_as_control,nq_125,0.25,0.6,0.7352406580159325,0.2647593419840675,0.0,0.6666666666666666,11.39576599996417,175.1685340000222,True,0;1;4;26;36,0;1;2;4;5;6;7;8;10;21;40;47,True,baseline:0.167522
qore_as_control,nq_126,0.3333333333333333,0.2,0.6652558434274194,0.3347441565725806,1.0,1.0,12.895590999960405,156.99312099991403,True,4;7;13;34;42,0;1;4,True,baseline:0.176910
qore_as_control,nq_127,0.5,0.4,0.7377998458095565,0.2622001541904435,1.0,1.0,11.05716000006396,174.87316100005046,True,0;1;4;24;39,0;1;3;7,True,baseline:0.151031
qore_as_control,nq_128,0.375,0.6,0.8123191957317971,0.18768080426820288,1.0,1.0,11.193832999992992,154.02939499995227,True,0;4;10;24;35,0;4;9;15;28;33;35;44,True,baseline:0.159200
qore_as_control,nq_129,0.2222222222222222,0.4,0.7370344831346168,0.26296551686538316,0.0,0.0,11.203099999988808,174.59775600002558,True,10;25;28;29;33,0;1;5;6;9;10;33;37;48,True,baseline:0.146692
qore_as_control,nq_130,,0.0,0.7940226502470022,0.20597734975299775,1.0,1.0,11.511348999988513,217.68981299999268,False,4;12;13;14;26,,True,baseline:0.145760
qore_as_control,nq_131,0.14285714285714285,0.2,0.8652190216258504,0.1347809783741496,0.0,0.0,11.129324999956225,237.10986700007197,True,4;5;11;34;41,0;4;15;20;23;43;46,True,baseline:0.148135
qore_as_control,nq_132,0.0,0.0,0.8171247351908736,0.18287526480912641,0.0,0.0,11.182319999988977,198.12941999998657,True,0;5;6;20;33,9;18;19;28,True,baseline:0.146695
qore_as_control,nq_133,0.2,0.2,0.8272279140830274,0.17277208591697257,0.0,0.4,11.276365000071564,196.32168199996158,True,22;26;28;35;47,2;5;9;31;47,True,baseline:0.145692
qore_as_control,nq_134,0.5,0.4,0.773066629656953,0.22693337034304695,0.0,0.0,11.122542999942198,256.6567800000712,True,3;6;19;32;48,0;3;5;6,True,baseline:0.145022
qore_as_control,nq_135,0.0,0.0,0.6389181590582893,0.3610818409417107,0.0,0.0,11.26315200008321,195.69442399995296,True,4;27;32;43;47,0;20;28;38,True,baseline:0.160261
qore_as_control,nq_136,1.0,0.2,0.6164406131801936,0.3835593868198064,0.0,0.6666666666666666,11.090290000083769,361.821538000072,True,7;16;18;21;35,21,True,baseline:0.159169
qore_as_control,nq_137,0.5,0.2,0.7618146121140696,0.23818538788593036,0.0,0.2857142857142857,11.345598000048085,695.1865659999612,True,0;4;8;43;47,0;3,True,baseline:0.172929
qore_as_control,nq_138,,0.0,0.777208464312489,0.22279153568751098,0.0,0.0,11.441908000051626,304.34606799997255,False,5;18;25;26;37,,True,baseline:0.171409
qore_as_control,nq_139,,0.0,0.656647186732284,0.34335281326771605,0.0,0.0,11.185173999933795,154.76374000002124,False,0;3;4;6;31,,True,baseline:0.147935
