configuration,question_id,plugin,mode,elapsed_ms,input_norm,output_norm,delta_norm
qore_as_control,nq_76,baseline,replace,0.16139699994255352,0.0,5.370778748020805,5.370778748020805
qore_as_control,nq_77,baseline,replace,0.15602999997099687,0.0,5.11649297477017,5.11649297477017
qore_as_control,nq_78,baseline,replace,0.16318999996656203,0.0,5.906344261613483,5.906344261613483
qore_as_control,nq_79,baseline,replace,0.1518830000577509,0.0,5.766559683838349,5.766559683838349
qore_as_control,nq_80,baseline,replace,0.14997599998878286,0.0,5.849487929800339,5.849487929800339
qore_as_control,nq_81,baseline,replace,0.14837500009434734,0.0,6.219252857160766,6.219252857160766
qore_as_control,nq_82,baseline,replace,0.15021299998352333,0.0,5.785210140629268,5.785210140629268
qore_as_control,nq_83,baseline,replace,0.14859800000976975,0.0,5.803692346090959,5.803692346090959
qore_as_control,nq_84,baseline,replace,0.14836499997272767,0.0,5.750007405121267,5.750007405121267
qore_as_control,nq_85,baseline,replace,0.16327299999829847,0.0,6.061192188578822,6.061192188578822
qore_as_control,nq_86,baseline,replace,0.1510839999809832,0.0,5.156379486912358,5.156379486912358
qore_as_control,nq_87,baseline,replace,0.14822100001765648,0.0,5.381827591443935,5.381827591443935
qore_as_control,nq_88,baseline,replace,0.1645119999693634,0.0,6.538143037884897,6.538143037884897
qore_as_control,nq_89,baseline,replace,0.18573699992430193,0.0,6.099889264932702,6.099889264932702
qore_as_control,nq_90,baseline,replace,0.17127800003891025,0.0,4.583366391454099,4.583366391454099
qore_as_control,nq_91,baseline,replace,0.16411599995080906,0.0,5.70674611032091,5.70674611032091
qore_as_control,nq_92,baseline,replace,0.16222099998230988,0.0,6.2857185732302305,6.2857185732302305
qore_as_control,nq_93,baseline,replace,0.17603499998131156,0.0,5.0667927610257335,5.0667927610257335
qore_as_control,nq_94,baseline,replace,0.155093999978817,0.0,5.633233700040121,5.633233700040121
qore_as_control,nq_95,baseline,replace,0.15240000004723697,0.0,6.324875880775702,6.324875880775702
qore_as_control,nq_96,baseline,replace,0.1501230000258147,0.0,5.686347402441447,5.686347402441447
qore_as_control,nq_97,baseline,replace,0.1718949999940378,0.0,5.849134052558073,5.849134052558073
qore_as_control,nq_98,baseline,replace,0.1539620000130526,0.0,6.157436866043193,6.157436866043193
qore_as_control,nq_99,baseline,replace,0.1677129999961835,0.0,5.7678485582426795,5.7678485582426795
qore_as_control,nq_100,baseline,replace,0.15999499998997635,0.0,5.8370757251266685,5.8370757251266685
qore_as_control,nq_101,baseline,replace,0.15132099997572368,0.0,5.563670360721109,5.563670360721109
qore_as_control,nq_102,baseline,replace,0.1517509999757749,0.0,5.631518285743192,5.631518285743192
qore_as_control,nq_103,baseline,replace,0.15996499996617786,0.0,5.627528866355362,5.627528866355362
qore_as_control,nq_104,baseline,replace,0.14825699997800257,0.0,6.470924494403475,6.470924494403475
qore_as_control,nq_105,baseline,replace,0.14718600004925975,0.0,5.860353055464232,5.860353055464232
qore_as_control,nq_106,baseline,replace,0.1479159999462354,0.0,5.860220240683469,5.860220240683469
qore_as_control,nq_107,baseline,replace,0.1473830000122689,0.0,5.6452552741674475,5.6452552741674475
qore_as_control,nq_108,baseline,replace,0.16404300004069228,0.0,5.900434515241386,5.900434515241386
qore_as_control,nq_109,baseline,replace,0.15709800004515273,0.0,5.431032230756602,5.431032230756602
qore_as_control,nq_110,baseline,replace,0.1538520000394783,0.0,5.830294945692953,5.830294945692953
qore_as_control,nq_111,baseline,replace,0.15208699994673225,0.0,6.5283183313144155,6.5283183313144155
qore_as_control,nq_112,baseline,replace,0.14741099994353135,0.0,6.35230396054689,6.35230396054689
qore_as_control,nq_113,baseline,replace,0.15182499998900312,0.0,5.132083564583571,5.132083564583571
qore_as_control,nq_114,baseline,replace,0.14543800000410556,0.0,6.16133456069944,6.16133456069944
qore_as_control,nq_115,baseline,replace,0.14514400004372874,0.0,5.528210141143213,5.528210141143213
qore_as_control,nq_116,baseline,replace,0.16526900003555056,0.0,6.350153693677467,6.350153693677467
qore_as_control,nq_117,baseline,replace,0.15117999998892628,0.0,6.390835199650775,6.390835199650775
qore_as_control,nq_118,baseline,replace,0.1533520000975841,0.0,5.318257179123883,5.318257179123883
qore_as_control,nq_119,baseline,replace,0.16413999992437311,0.0,6.007831329873967,6.007831329873967
qore_as_control,nq_120,baseline,replace,0.1652470000408357,0.0,5.4089148134645715,5.4089148134645715
qore_as_control,nq_121,baseline,replace,0.17005600000175036,0.0,5.865565066742187,5.865565066742187
qore_as_control,nq_122,baseline,replace,0.1462950000359342,0.0,5.749629324697858,5.749629324697858
qore_as_control,nq_123,baseline,replace,0.14841000006526883,0.0,5.875222295083746,5.875222295083746
qore_as_control,nq_124,baseline,replace,0.16666200008330634,0.0,5.197482551899888,5.197482551899888
qore_as_control,nq_125,baseline,replace,0.14993100000992854,0.0,5.960190670773323,5.960190670773323
qore_as_control,nq_126,baseline,replace,0.14639000005445268,0.0,5.147728864754875,5.147728864754875
qore_as_control,nq_127,baseline,replace,0.15068600009726651,0.0,5.600850238536994,5.600850238536994
qore_as_control,nq_128,baseline,replace,0.1536139999416264,0.0,5.941487765171843,5.941487765171843
qore_as_control,nq_129,baseline,replace,0.15142900008413562,0.0,5.736876838454489,5.736876838454489
qore_as_control,nq_130,baseline,replace,0.15496299999995244,0.0,5.815627910400288,5.815627910400288
qore_as_control,nq_131,baseline,replace,0.1538860000209752,0.0,6.379454002022875,6.379454002022875
qore_as_control,nq_132,baseline,replace,0.16000100004021078,0.0,6.049118075908171,6.049118075908171
qore_as_control,nq_133,baseline,replace,0.1747469999600071,0.0,6.318456154960155,6.318456154960155
qore_as_control,nq_134,baseline,replace,0.15217600002870313,0.0,5.903940761890139,5.903940761890139
qore_as_control,nq_135,baseline,replace,0.1515389999440231,0.0,4.6862963818546195,4.6862963818546195
qore_as_control,nq_136,baseline,replace,0.14853400000447436,0.0,4.967838012838917,4.967838012838917
qore_as_control,nq_137,baseline,replace,0.1514009999254995,0.0,5.839228558379167,5.839228558379167
qore_as_control,nq_138,baseline,replace,0.15134700004182378,0.0,6.050431486580725,6.050431486580725
qore_as_control,nq_139,baseline,replace,0.1504790000126377,0.0,5.020119785836898,5.020119785836898
qore_as_control,nq_140,baseline,replace,0.14994599996498437,0.0,6.433726735941286,6.433726735941286
qore_as_control,nq_141,baseline,replace,0.1620919999822945,0.0,6.197807934240123,6.197807934240123
qore_as_control,nq_142,baseline,replace,0.15182599997842772,0.0,6.084047552386791,6.084047552386791
qore_as_control,nq_143,baseline,replace,0.15165900003921706,0.0,5.33301899355655,5.33301899355655
qore_as_control,nq_144,baseline,replace,0.1501250000046639,0.0,6.626559172688151,6.626559172688151
qore_as_control,nq_145,baseline,replace,0.15077400007612596,0.0,6.021496666711802,6.021496666711802
qore_as_control,nq_146,baseline,replace,0.15298200003144302,0.0,5.7022555791334515,5.7022555791334515
qore_as_control,nq_147,baseline,replace,0.14491299998553586,0.0,5.393767931976342,5.393767931976342
qore_as_control,nq_148,baseline,replace,0.14872799999920971,0.0,6.477662664397873,6.477662664397873
qore_as_control,nq_149,baseline,replace,0.15790299994478119,0.0,5.956266622527608,5.956266622527608
qore_as_control,nq_150,baseline,replace,0.15274500003670255,0.0,5.718037830502433,5.718037830502433
qore_as_control,nq_151,baseline,replace,0.16937899999902584,0.0,6.111834998451561,6.111834998451561
qore_as_control,nq_152,baseline,replace,0.1510839999809832,0.0,5.30246690110213,5.30246690110213
qore_as_control,nq_153,baseline,replace,0.15018099998087564,0.0,5.2407988062402895,5.2407988062402895
qore_as_control,nq_154,baseline,replace,0.14832599993042095,0.0,6.476711322296539,6.476711322296539
qore_as_control,nq_155,baseline,replace,0.14639000005445268,0.0,5.487365035096405,5.487365035096405
qore_as_control,nq_156,baseline,replace,0.14448899992203224,0.0,6.469584973544875,6.469584973544875
qore_as_control,nq_157,baseline,replace,0.15346799989401916,0.0,5.676801570681361,5.676801570681361
qore_as_control,nq_158,baseline,replace,0.168099000006805,0.0,5.166572129769004,5.166572129769004
qore_as_control,nq_159,baseline,replace,0.1497869999411705,0.0,5.44592691157194,5.44592691157194
qore_as_control,nq_160,baseline,replace,0.15319999999974243,0.0,5.702814282537779,5.702814282537779
qore_as_control,nq_161,baseline,replace,0.1511380000920326,0.0,6.234747414769542,6.234747414769542
qore_as_control,nq_162,baseline,replace,0.14789099998324673,0.0,5.498004101958587,5.498004101958587
qore_as_control,nq_163,baseline,replace,0.15478400007395976,0.0,5.0861507374179356,5.0861507374179356
qore_as_control,nq_164,baseline,replace,0.15157400002863142,0.0,5.461895239004014,5.461895239004014
qore_as_control,nq_165,baseline,replace,0.15718600002401217,0.0,5.47612711005867,5.47612711005867
qore_as_control,nq_166,baseline,replace,0.15898799995284207,0.0,5.891714253914154,5.891714253914154
qore_as_control,nq_167,baseline,replace,0.15159600002334628,0.0,6.0448905683993495,6.0448905683993495
qore_as_control,nq_168,baseline,replace,0.15013300003374752,0.0,5.909557492644173,5.909557492644173
qore_as_control,nq_169,baseline,replace,0.14962199998080905,0.0,6.355927592178018,6.355927592178018
qore_as_control,nq_170,baseline,replace,0.14871999997012608,0.0,6.106406632483754,6.106406632483754
qore_as_control,nq_171,baseline,replace,0.14950099989619048,0.0,6.190618722063797,6.190618722063797
qore_as_control,nq_172,baseline,replace,0.1550480000105381,0.0,5.133516988419481,5.133516988419481
qore_as_control,nq_173,baseline,replace,0.14601399993807718,0.0,5.51602278890315,5.51602278890315
qore_as_control,nq_174,baseline,replace,0.15026599999146129,0.0,5.749904591099382,5.749904591099382
qore_as_control,nq_175,baseline,replace,0.15132099997572368,0.0,5.650222393974599,5.650222393974599
qore_as_control,nq_176,baseline,replace,0.14550699995652394,0.0,5.676600183080806,5.676600183080806
qore_as_control,nq_177,baseline,replace,0.14677299998311355,0.0,5.870573318717987,5.870573318717987
qore_as_control,nq_178,baseline,replace,0.1474550000466479,0.0,6.339269107404865,6.339269107404865
qore_as_control,nq_179,baseline,replace,0.1526620000049661,0.0,5.1519013836928,5.1519013836928
qore_as_control,nq_180,baseline,replace,0.15408799993110733,0.0,6.355562829669784,6.355562829669784
qore_as_control,nq_181,baseline,replace,0.18936799995117326,0.0,5.736217570525382,5.736217570525382
qore_as_control,nq_182,baseline,replace,0.17332300001271506,0.0,5.418690481081882,5.418690481081882
qore_as_control,nq_183,baseline,replace,0.17787500007671042,0.0,4.839801105821791,4.839801105821791
qore_as_control,nq_184,baseline,replace,0.17660499997873558,0.0,5.708062268406664,5.708062268406664
qore_as_control,nq_185,baseline,replace,0.18138899997666158,0.0,5.403731520231987,5.403731520231987
qore_as_control,nq_186,baseline,replace,0.17848499999217893,0.0,6.157404007473349,6.157404007473349
qore_as_control,nq_187,baseline,replace,0.17192900008922152,0.0,5.675195995994886,5.675195995994886
qore_as_control,nq_188,baseline,replace,0.16088900008526252,0.0,5.516226643930744,5.516226643930744
qore_as_control,nq_189,baseline,replace,0.16966099997262063,0.0,5.044064883390204,5.044064883390204
qore_as_control,nq_190,baseline,replace,0.15094800005499565,0.0,5.864601993418718,5.864601993418718
qore_as_control,nq_191,baseline,replace,0.15643100005036104,0.0,6.091875157970637,6.091875157970637
qore_as_control,nq_192,baseline,replace,0.15588400003707648,0.0,5.894948448243595,5.894948448243595
qore_as_control,nq_193,baseline,replace,0.15047299996240326,0.0,6.02764258027594,6.02764258027594
qore_as_control,nq_194,baseline,replace,0.15617499991549266,0.0,5.286903007422025,5.286903007422025
qore_as_control,nq_195,baseline,replace,0.15486400002373557,0.0,6.803684456204528,6.803684456204528
qore_as_control,nq_196,baseline,replace,0.1638459999639963,0.0,5.8159631906859355,5.8159631906859355
qore_as_control,nq_197,baseline,replace,0.16151299996636226,0.0,6.041139673164787,6.041139673164787
qore_as_control,nq_198,baseline,replace,0.1598019999846656,0.0,6.087060526998056,6.087060526998056
qore_as_control,nq_199,baseline,replace,0.16264199996385287,0.0,6.0478604993523115,6.0478604993523115
