configuration,question_id,recall,precision,redundancy,diversity,em,f1,selection_time_ms,generation_time_ms,retrieval_hit,selected_ranks,gold_ranks,plugin_timing_available,plugin_timing_ms
qore_as_control,nq_12,0.3333333333333333,0.2,0.7706736545523188,0.22932634544768116,0.0,0.0,11.367011999936949,221.83521900001324,True,0;14;21;29;39,0;1;41,True,baseline:0.148647
qore_as_control,nq_13,0.7142857142857143,1.0,0.8473733470427754,0.15262665295722455,1.0,1.0,11.406116999978622,201.5209279999226,True,0;1;4;5;31,0;1;3;4;5;16;31,True,baseline:0.152776
qore_as_control,nq_14,0.2,0.2,0.7280395526872177,0.27196044731278235,0.0,0.5,11.333766000007017,389.30932499999926,True,10;11;28;31;45,0;1;2;9;11,True,baseline:0.145512
qore_as_control,nq_15,,0.0,0.6727730841400221,0.3272269158599779,0.0,0.0,11.391764999984844,203.25813600004494,False,15;17;18;36;49,,True,baseline:0.146634
qore_as_control,nq_16,0.5,0.2,0.7973541831371616,0.20264581686283845,0.0,0.7499999999999999,11.43994299991391,241.98417599995992,True,5;7;27;43;46,4;27,True,baseline:0.152305
qore_as_control,nq_17,0.2,0.2,0.8234791843263715,0.17652081567362854,1.0,1.0,11.277445000018815,200.5751759999157,True,1;13;20;22;29,8;12;22;27;28,True,baseline:0.144752
qore_as_control,nq_18,0.05263157894736842,0.2,0.8053153524811634,0.19468464751883663,0.0,0.5,11.33586900004957,200.32657000001564,True,3;10;18;34;41,0;1;2;4;5;6;7;10;16;17;20;22;25;27;33;36;37;43;49,True,baseline:0.150047
qore_as_control,nq_19,0.2,1.0,0.7832095675627189,0.21679043243728113,0.0,0.0,11.22498600000199,202.59140799998931,True,0;9;11;18;27,0;1;2;3;4;5;6;8;9;11;12;13;15;17;18;21;23;27;31;32;36;43;45;47;49,True,baseline:0.148920
qore_as_control,nq_20,0.5,0.4,0.8389580345605078,0.16104196543949223,0.0,0.0,11.270029000002069,244.14577300001383,True,0;6;9;30;42,0;21;42;48,True,baseline:0.162100
qore_as_control,nq_21,0.75,0.6,0.6604867223791132,0.3395132776208868,0.0,0.33333333333333337,11.339614999997139,304.98058499995295,True,0;1;3;25;48,0;1;3;16,True,baseline:0.149515
qore_as_control,nq_22,0.3333333333333333,0.8,0.7779250985182056,0.22207490148179443,0.0,0.6666666666666666,11.213813999916056,180.1204069998903,True,0;3;5;26;30,0;3;5;12;17;22;24;26;28;31;34;48,True,baseline:0.145257
qore_as_control,nq_23,0.75,0.6,0.8251881144429756,0.17481188555702443,1.0,1.0,11.333426000078362,180.17146500005765,True,5;7;8;33;34,5;8;31;33,True,baseline:0.148138
qore_as_control,nq_24,1.0,0.8,0.9102010331457286,0.08979896685427136,1.0,1.0,11.352913999985503,224.46953899998334,True,0;1;2;4;7,0;2;4;7,True,baseline:0.145220
qore_as_control,nq_25,0.3333333333333333,0.8,0.7718850651428916,0.22811493485710843,0.0,0.5,11.329584999998588,221.0899410000593,True,7;15;19;24;43,0;3;5;15;19;24;34;37;41;42;43;45,True,baseline:0.145264
qore_as_control,nq_26,,0.0,0.6727415658000853,0.32725843419991474,0.0,0.0,11.416768000003685,247.0202499999914,False,8;23;29;45;46,,True,baseline:0.162950
qore_as_control,nq_27,1.0,0.2,0.6411275353263264,0.3588724646736736,0.0,0.8,11.29044200001772,283.9860870000166,True,0;13;14;20;29,0,True,baseline:0.148312
qore_as_control,nq_28,0.35714285714285715,1.0,0.8423135163671047,0.15768648363289528,0.0,0.6666666666666666,11.338472000034017,203.7933299999395,True,14;31;32;35;40,0;1;3;11;14;15;18;25;28;31;32;35;40;45,True,baseline:0.162774
qore_as_control,nq_29,0.5,0.2,0.8546793899849771,0.14532061001502294,0.0,1.0,11.328390000016952,267.3727929999359,True,2;4;9;10;22,1;2,True,baseline:0.145602
qore_as_control,nq_30,0.5,0.8,0.7933957345585538,0.20660426544144617,1.0,1.0,11.344452000003002,290.699145000076,True,0;1;25;27;33,0;1;3;6;10;25;27;29,True,baseline:0.146238
qore_as_control,nq_31,1.0,0.2,0.8118790882970668,0.1881209117029332,1.0,1.0,11.328228000024865,179.81760700001814,True,0;3;5;6;44,0,True,baseline:0.154007
qore_as_control,nq_32,,0.0,0.78840390451779,0.21159609548221003,0.0,0.5,11.229834000005212,180.12132600006225,False,3;5;15;19;32,,True,baseline:0.147262
qore_as_control,nq_33,0.0,0.0,0.6037403700293253,0.39625962997067465,0.0,0.8,11.335213000052136,221.31262900006732,True,5;28;31;39;47,0;6,True,baseline:0.153124
qore_as_control,nq_34,0.4,0.4,0.8244662323566813,0.17553376764331874,0.0,0.0,11.627506999957404,284.07265999999254,True,2;6;7;8;31,1;4;8;13;31,True,baseline:0.153027
qore_as_control,nq_35,1.0,0.6,0.900795916497173,0.09920408350282695,1.0,1.0,11.439224000014292,266.21631399996204,True,3;5;6;11;15,3;5;6,True,baseline:0.154779
qore_as_control,nq_36,0.0,0.0,0.7486184147000069,0.2513815852999931,0.0,0.0,11.387594000098034,200.94412999992528,True,3;17;20;27;31,5;7,True,baseline:0.186827
qore_as_control,nq_37,0.75,0.6,0.7393257980810525,0.2606742019189475,1.0,1.0,11.438600000019505,265.45226799999,True,0;3;17;30;33,0;3;23;30,True,baseline:0.147320
qore_as_control,nq_38,0.2777777777777778,1.0,0.8587860043478145,0.1412139956521855,0.0,0.8,11.722330999987207,349.42684800000734,True,0;5;6;8;11,0;1;2;3;4;5;6;7;8;11;17;19;25;26;31;33;45;47,True,baseline:0.150436
qore_as_control,nq_39,0.05555555555555555,0.2,0.8500325287756467,0.14996747122435328,0.0,0.5,11.330874999998741,204.0344010000581,True,0;1;27;41;47,2;3;4;6;8;10;11;15;16;19;23;33;38;40;43;44;45;47,True,baseline:0.148900
qore_as_control,nq_40,,0.0,0.8863373361045189,0.11366266389548108,0.0,0.0,11.501221999992595,452.72638400001597,False,1;6;13;30;34,,True,baseline:0.170819
qore_as_control,nq_41,,0.0,0.8029609282684909,0.19703907173150914,0.0,0.0,11.674588000005315,392.7838320000774,False,8;12;17;31;42,,True,baseline:0.174906
qore_as_control,nq_42,0.75,0.6,0.8090624904723966,0.19093750952760336,1.0,1.0,11.499307999997654,201.22456699994018,True,0;13;14;17;21,0;14;21;29,True,baseline:0.163656
qore_as_control,nq_43,,0.0,0.6789006493212651,0.32109935067873485,0.0,0.0,11.297654000031798,242.95827100002043,False,8;26;34;35;36,,True,baseline:0.151853
qore_as_control,nq_44,0.0,0.0,0.8591387544363798,0.14086124556362023,0.0,0.0,11.492483999973047,201.63390300001538,True,0;5;25;41;44,47,True,baseline:0.147431
qore_as_control,nq_45,0.11904761904761904,1.0,0.8518551726209793,0.14814482737902068,0.0,0.5,11.536516999967716,224.36252700003934,True,6;11;35;40;49,0;1;2;3;4;5;6;7;8;10;11;13;14;15;16;17;19;20;23;24;25;26;27;28;29;30;31;32;33;35;36;37;39;40;41;43;44;45;46;47;48;49,True,baseline:0.164477
qore_as_control,nq_46,0.0,0.0,0.8462928316981531,0.15370716830184694,0.0,0.0,11.403610999991542,286.11998400003813,True,10;20;22;28;29,8;9;12,True,baseline:0.148883
qore_as_control,nq_47,0.25,0.4,0.8723644402056744,0.12763555979432561,0.0,0.5,11.306364999995822,264.6781060000194,True,2;16;19;29;36,2;6;9;22;36;38;40;43,True,baseline:0.163548
qore_as_control,nq_48,0.18181818181818182,0.4,0.7677023478348122,0.23229765216518783,0.0,0.0,11.441557000011926,262.3804190000101,True,1;2;3;25;34,0;1;2;4;6;7;9;16;18;41;47,True,baseline:0.166896
qore_as_control,nq_49,0.3333333333333333,0.2,0.7955556703109785,0.2044443296890215,0.0,0.5,11.463475000027756,222.56985300009546,True,1;6;35;41;45,10;21;45,True,baseline:0.144348
qore_as_control,nq_50,,0.0,0.7594973493197579,0.24050265068024212,0.0,0.28571428571428575,11.423131000015019,222.063530000014,False,3;12;17;28;29,,True,baseline:0.145567
qore_as_control,nq_51,0.09523809523809523,0.4,0.8417895760075063,0.15821042399249374,1.0,1.0,11.27887899997404,179.71103900003982,True,31;34;42;43;49,2;3;4;5;6;15;17;19;20;21;22;25;26;28;29;37;38;40;42;43;45,True,baseline:0.148802
qore_as_control,nq_52,,0.0,0.6580139092928325,0.34198609070716746,0.0,0.0,11.27011100004438,181.31542300000092,False,11;23;26;34;39,,True,baseline:0.148025
qore_as_control,nq_53,0.17647058823529413,0.6,0.7091926641087198,0.29080733589128016,0.0,0.6666666666666666,11.348343999998178,241.45399000008183,True,16;17;41;43;44,0;3;4;7;9;11;13;14;22;28;34;37;41;43;44;45;46,True,baseline:0.149861
qore_as_control,nq_54,0.2,0.2,0.8342245564672475,0.16577544353275253,0.0,0.0,11.564348999968388,243.21122899993952,True,2;21;22;40;42,1;13;34;42;47,True,baseline:0.147891
qore_as_control,nq_55,0.3333333333333333,0.4,0.7929647419852625,0.20703525801473754,1.0,1.0,11.317222999991827,221.20752700004687,True,3;15;27;46;47,3;13;15;18;26;37,True,baseline:0.140482
qore_as_control,nq_56,,0.0,0.7388401911112723,0.2611598088887277,0.0,0.0,11.439029000030132,188.79605600000104,False,26;28;36;40;48,,True,baseline:0.145451
qore_as_control,nq_57,0.6666666666666666,0.8,0.8261734202623845,0.1738265797376155,1.0,1.0,11.280181000074663,181.35035399996013,True,0;1;2;4;6,0;1;2;4;5;38,True,baseline:0.148301
qore_as_control,nq_58,,0.0,0.6135741339489021,0.38642586605109785,0.0,0.0,11.381200000073477,264.8443860000498,False,0;1;19;34;45,,True,baseline:0.147101
qore_as_control,nq_59,,0.0,0.6484230710338081,0.35157692896619186,0.0,0.28571428571428575,11.37081899992154,244.1184470000053,False,4;21;32;33;35,,True,baseline:0.149280
qore_as_control,nq_60,0.36363636363636365,0.8,0.7980892725757036,0.2019107274242964,0.0,0.5,11.448127999983626,243.39830799999618,True,1;3;17;30;35,1;3;4;5;6;17;18;22;28;35;37,True,baseline:0.154931
qore_as_control,nq_61,0.5,0.8,0.7562575560518632,0.24374244394813682,0.0,0.6666666666666666,11.379912000052173,304.4984179999801,True,4;7;17;36;47,3;4;7;10;24;34;36;47,True,baseline:0.143627
qore_as_control,nq_62,0.75,0.6,0.8016470547823153,0.19835294521768465,0.0,0.4,11.40536200000497,200.1362409999956,True,6;11;14;19;20,2;11;19;20,True,baseline:0.146591
qore_as_control,nq_63,0.3333333333333333,0.2,0.8140309606655348,0.18596903933446518,0.0,0.6666666666666666,11.552092999977503,221.60157200005415,True,0;4;12;13;15,0;18;49,True,baseline:0.158854
qore_as_control,nq_64,0.2727272727272727,0.6,0.8371888670370181,0.16281113296298189,0.0,0.6666666666666666,11.516374000052565,200.97585999997136,True,0;12;25;36;47,0;1;3;4;7;9;10;12;29;32;36,True,baseline:0.160156
qore_as_control,nq_65,0.625,1.0,0.9032599662622462,0.09674003373775375,0.0,0.6666666666666666,11.227705000010246,200.03842799997074,True,0;3;6;9;37,0;3;4;5;6;7;9;37,True,baseline:0.150206
qore_as_control,nq_66,0.36363636363636365,0.8,0.7807348065027465,0.21926519349725349,1.0,1.0,11.503636000043116,284.1928889999963,True,9;13;16;20;26,0;3;9;11;13;16;24;26;31;34;38,True,baseline:0.175069
qore_as_control,nq_67,,0.0,0.7000849449073352,0.2999150550926648,1.0,1.0,11.395793000019694,200.67085900006987,False,1;6;7;9;31,,True,baseline:0.152194
qore_as_control,nq_68,0.0,0.0,0.8462476448964228,0.1537523551035772,0.0,0.5,11.411373000100866,201.89603400001488,True,0;2;16;33;47,4;11,True,baseline:0.149720
qore_as_control,nq_69,,0.0,0.6787632268143693,0.3212367731856307,0.0,0.0,11.340227000005143,265.7157849999976,False,3;8;9;23;34,,True,baseline:0.151489
qore_as_control,nq_70,0.0,0.0,0.7029385790640859,0.29706142093591414,0.0,0.0,11.38876600009553,200.44562099997165,True,2;40;42;43;45,7;24,True,baseline:0.153006
qore_as_control,nq_71,0.2222222222222222,0.4,0.8704958373298914,0.12950416267010856,0.0,0.6666666666666666,11.220998999988296,202.5036420000106,True,2;23;29;31;39,0;3;5;12;14;18;22;23;29,True,baseline:0.149791
qore_as_control,nq_72,0.375,0.6,0.7401268211497769,0.2598731788502231,0.0,0.5714285714285715,11.435335999976814,243.50392899998496,True,0;1;10;17;43,0;1;2;3;4;11;14;43,True,baseline:0.166059
qore_as_control,nq_73,1.0,0.6,0.7363225368997981,0.2636774631002019,1.0,1.0,11.504170999955932,181.24792100002196,True,0;1;4;12;43,0;1;4,True,baseline:0.165568
qore_as_control,nq_74,0.6666666666666666,0.4,0.8103143524869306,0.18968564751306938,0.0,0.5,11.39516300008836,268.86096600003384,True,4;9;11;40;47,9;40;41,True,baseline:0.178343
qore_as_control,nq_75,1.0,0.8,0.7895018737987641,0.21049812620123587,1.0,1.0,11.462202000075195,223.4303179999415,True,0;1;2;10;24,0;1;2;24,True,baseline:0.168270
qore_as_control,nq_76,1.0,0.8,0.8914460782209618,0.10855392177903822,0.0,0.6666666666666666,11.496718999978839,284.00479800006906,True,0;1;3;7;10,0;1;3;10,True,baseline:0.161397
qore_as_control,nq_77,,0.0,0.6263210278858169,0.3736789721141831,0.0,0.4,11.40157299994371,222.71045000002232,False,10;18;32;44;47,,True,baseline:0.156030
qore_as_control,nq_78,0.4,0.4,0.8174135103336926,0.18258648966630742,1.0,1.0,11.321381000016117,264.5545860000311,True,0;13;23;28;38,0;16;19;25;28,True,baseline:0.163190
qore_as_control,nq_79,0.5,0.4,0.8260598644210682,0.17394013557893184,0.0,0.6666666666666666,11.40100899999652,304.2241150000109,True,0;1;9;21;45,0;1;2;37,True,baseline:0.151883
qore_as_control,nq_80,0.5,0.8,0.8094359123819028,0.19056408761809718,1.0,1.0,11.62410799997815,243.54879299994536,True,3;4;8;13;31,0;2;3;4;7;8;13;14,True,baseline:0.149976
qore_as_control,nq_81,0.0967741935483871,0.6,0.8295594145236377,0.17044058547636232,1.0,1.0,11.310773999980483,159.46952500007683,True,5;8;14;32;47,0;1;2;3;4;5;7;8;9;10;11;12;13;15;18;23;25;26;27;28;29;31;33;35;36;37;39;41;43;45;47,True,baseline:0.148375
qore_as_control,nq_82,0.3333333333333333,0.2,0.7609242606668382,0.23907573933316184,0.0,0.5,11.382152999999562,181.62010399998962,True,3;12;18;27;44,3;5;35,True,baseline:0.150213
qore_as_control,nq_83,,0.0,0.7450482060652505,0.25495179393474954,0.0,0.0,11.294949999978598,221.53640800001995,False,6;25;40;41;46,,True,baseline:0.148598
qore_as_control,nq_84,0.0,0.0,0.7135132356946624,0.2864867643053376,0.0,0.28571428571428575,11.29596999999194,202.28456899997127,True,28;30;35;36;42,25,True,baseline:0.148365
qore_as_control,nq_85,0.2,0.2,0.8338389629969738,0.1661610370030262,0.0,0.0,11.459425999987616,220.95361799995317,True,4;7;18;35;37,1;3;8;37;39,True,baseline:0.163273
qore_as_control,nq_86,0.2857142857142857,0.4,0.6870064431662728,0.3129935568337272,0.0,0.6666666666666666,11.289733000012347,160.58659200007241,True,0;11;17;39;45,0;12;14;16;31;35;39,True,baseline:0.151084
qore_as_control,nq_87,0.6,0.6,0.7217692124377784,0.27823078756222164,1.0,1.0,11.393484999985048,266.0569449999457,True,0;1;4;37;49,0;1;4;12;30,True,baseline:0.148221
qore_as_control,nq_88,0.6666666666666666,0.4,0.9009832539235971,0.09901674607640287,0.0,0.3333333333333333,11.519213000042328,200.9854070000756,True,2;4;11;13;15,2;4;31,True,baseline:0.164512
qore_as_control,nq_89,0.0,0.0,0.8466505197747969,0.15334948022520312,0.0,0.0,11.705985000048713,159.772868999994,True,6;20;27;30;35,14;22;23;25;40,True,baseline:0.185737
qore_as_control,nq_90,0.6666666666666666,0.4,0.6479646335455793,0.3520353664544207,0.0,0.6666666666666666,11.4326620000611,221.8461169999273,True,0;3;17;37;40,0;10;17,True,baseline:0.171278
qore_as_control,nq_91,,0.0,0.8367339007437036,0.16326609925629643,0.0,0.6666666666666666,11.469439000052262,265.3277970000545,False,0;5;7;9;42,,True,baseline:0.164116
qore_as_control,nq_92,,0.0,0.7839237658246304,0.21607623417536959,0.0,0.0,11.343936999992366,204.25150699998085,False,0;6;14;15;20,,True,baseline:0.162221
qore_as_control,nq_93,,0.0,0.6628492892941423,0.33715071070585767,0.0,0.3333333333333333,11.362479000013082,222.61818499998753,False,0;3;14;31;39,,True,baseline:0.176035
qore_as_control,nq_94,1.0,0.4,0.7324300789918518,0.26756992100814825,0.0,0.3333333333333333,11.368893999929242,285.14500500000395,True,0;2;19;22;42,0;2,True,baseline:0.155094
qore_as_control,nq_95,0.45454545454545453,1.0,0.9343623713911284,0.06563762860887157,0.0,0.0,11.391587999924013,200.63249500003622,True,0;3;4;8;26,0;3;4;8;23;26;29;35;38;43;49,True,baseline:0.152400
qore_as_control,nq_96,0.75,0.6,0.7630188293349178,0.23698117066508217,1.0,1.0,14.113923999957478,182.44307600002685,True,1;8;10;25;36,0;1;25;36,True,baseline:0.150123
qore_as_control,nq_97,0.3333333333333333,0.2,0.8266711425963689,0.17332885740363113,1.0,1.0,11.383129000023473,202.20277200007786,True,25;29;35;47;49,8;13;47,True,baseline:0.171895
qore_as_control,nq_98,0.16666666666666666,0.4,0.8701348965660696,0.12986510343393043,0.0,0.0,11.612998000032349,368.39653100003034,True,0;2;33;47;48,0;1;7;10;11;18;24;25;26;28;36;48,True,baseline:0.153962
qore_as_control,nq_99,1.0,0.4,0.800688057073935,0.19931194292606502,0.0,0.4444444444444445,12.00749299994186,265.888278000034,True,0;3;4;5;19,0;4,True,baseline:0.167713
qore_as_control,nq_100,0.42857142857142855,0.6,0.8360494764035818,0.16395052359641815,0.0,0.0,11.400035000065145,180.80815600001188,True,5;7;17;32;45,0;2;5;17;39;43;45,True,baseline:0.159995
qore_as_control,nq_101,0.2222222222222222,0.4,0.7539550120356822,0.24604498796431784,0.0,0.7499999999999999,11.416684000096211,242.98335799994675,True,1;2;10;20;32,1;2;13;23;24;26;31;40;45,True,baseline:0.151321
qore_as_control,nq_102,0.42857142857142855,0.6,0.7597615634251296,0.24023843657487043,1.0,1.0,11.449825999989116,179.61799700003667,True,2;6;24;26;44,0;2;6;16;17;26;29,True,baseline:0.151751
qore_as_control,nq_103,0.0,0.0,0.7577268664444702,0.24227313355552982,0.0,0.0,11.46060199994281,307.08274500000243,True,4;5;19;24;27,10,True,baseline:0.159965
qore_as_control,nq_104,1.0,0.2,0.8686048803550268,0.1313951196449732,0.0,0.6666666666666665,11.437050000040472,263.3915569999772,True,1;20;21;29;40,1,True,baseline:0.148257
qore_as_control,nq_105,0.125,1.0,0.793148969370737,0.20685103062926302,0.0,0.6666666666666666,11.582478000036645,271.21804099999736,True,14;30;32;46;48,0;1;2;3;4;5;6;7;8;12;13;14;15;16;17;18;19;20;22;23;25;26;27;28;29;30;32;35;36;37;38;40;41;42;44;45;46;47;48;49,True,baseline:0.147186
qore_as_control,nq_106,,0.0,0.7688059856294476,0.23119401437055243,0.0,0.0,11.415576999979749,200.96885300006306,False,9;14;19;34;46,,True,baseline:0.147916
qore_as_control,nq_107,,0.0,0.8576747965199193,0.1423252034800807,0.0,0.0,11.586147999992136,302.8734499999928,False,0;1;2;5;8,,True,baseline:0.147383
qore_as_control,nq_108,0.25,0.6,0.8449188994420638,0.15508110055793622,1.0,1.0,11.35824200002844,179.934294000077,True,2;3;36;47;48,2;3;5;6;12;14;24;29;36;40;42;43,True,baseline:0.164043
qore_as_control,nq_109,,0.0,0.7007157105963577,0.29928428940364227,0.0,0.0,11.486963000038486,201.852754000015,False,8;32;39;46;47,,True,baseline:0.157098
qore_as_control,nq_110,,0.0,0.735735644299725,0.26426435570027496,0.0,0.4,11.502478000011251,242.6771479999843,False,4;9;17;34;46,,True,baseline:0.153852
qore_as_control,nq_111,,0.0,0.8901095037365003,0.10989049626349967,0.0,0.0,11.42113999992489,222.25307199994404,False,0;13;26;27;45,,True,baseline:0.152087
qore_as_control,nq_112,0.25,1.0,0.8449998608077905,0.15500013919220945,0.0,0.5,11.424061000070651,245.6336029999875,True,8;17;24;26;33,0;1;2;3;4;5;6;7;8;9;13;15;17;24;26;29;33;38;44;49,True,baseline:0.147411
qore_as_control,nq_113,0.5,0.4,0.7254196632761263,0.2745803367238737,0.0,0.4,11.541612999963036,286.5658620000886,True,0;1;4;16;27,0;1;6;40,True,baseline:0.151825
qore_as_control,nq_114,1.0,0.2,0.8434680062672809,0.1565319937327191,0.0,0.28571428571428575,11.453796999944643,246.55920799989417,True,13;19;23;30;37,37,True,baseline:0.145438
qore_as_control,nq_115,0.5,0.2,0.7047744556625268,0.29522554433747317,1.0,1.0,11.561092000079043,223.62841199992545,True,0;23;25;28;33,0;7,True,baseline:0.145144
qore_as_control,nq_116,0.22727272727272727,1.0,0.9464443923215111,0.05355560767848888,0.0,0.6666666666666666,12.084767000033025,182.9895039999201,True,0;1;2;5;8,0;1;2;3;5;8;10;12;13;23;26;27;28;29;31;33;37;39;41;42;44;47,True,baseline:0.165269
qore_as_control,nq_117,0.0,0.0,0.842361266390849,0.15763873360915104,0.0,0.0,11.574303999964286,204.21078799995485,True,10;34;38;40;49,3;4,True,baseline:0.151180
qore_as_control,nq_118,,0.0,0.7283334528893339,0.27166654711066607,0.0,0.0,11.552855999980238,414.85077800007275,False,4;6;17;29;45,,True,baseline:0.153352
qore_as_control,nq_119,0.2,0.2,0.8427755450798046,0.15722445492019543,1.0,1.0,11.476880000031997,201.13553799990314,True,5;10;11;22;43,0;8;11;15;19,True,baseline:0.164140
qore_as_control,nq_120,0.5,0.4,0.7455943281907123,0.25440567180928775,1.0,1.0,11.422333000041363,180.54069800007255,True,0;4;11;16;21,0;2;4;5,True,baseline:0.165247
qore_as_control,nq_121,0.23076923076923078,0.6,0.7792417385228149,0.22075826147718514,0.0,0.5714285714285715,11.4345270000058,284.8333749999483,True,10;18;29;34;40,0;7;10;12;17;18;26;28;29;45;46;48;49,True,baseline:0.170056
qore_as_control,nq_122,,0.0,0.7727713726849235,0.22722862731507654,0.0,0.6666666666666666,11.425394999946548,222.51748500002577,False,4;12;15;43;48,,True,baseline:0.146295
qore_as_control,nq_123,0.16666666666666666,0.2,0.7669353862106378,0.23306461378936216,1.0,1.0,11.581800000044495,221.5986649999877,True,4;33;41;45;47,1;2;4;6;7;12,True,baseline:0.148410
qore_as_control,nq_124,1.0,0.2,0.6442077852313124,0.3557922147686876,1.0,1.0,11.524970999971629,202.35101499997654,True,3;4;34;42;47,4,True,baseline:0.166662
qore_as_control,nq_125,0.25,0.6,0.7352406580159325,0.2647593419840675,0.0,0.6666666666666666,11.290720000033616,182.71526900002755,True,0;1;4;26;36,0;1;2;4;5;6;7;8;10;21;40;47,True,baseline:0.149931
qore_as_control,nq_126,0.3333333333333333,0.2,0.6652558434274194,0.3347441565725806,1.0,1.0,11.417427999958818,160.74812199997268,True,4;7;13;34;42,0;1;4,True,baseline:0.146390
qore_as_control,nq_127,0.5,0.4,0.7377998458095565,0.2622001541904435,1.0,1.0,11.283439999942857,180.76269499999853,True,0;1;4;24;39,0;1;3;7,True,baseline:0.150686
qore_as_control,nq_128,0.375,0.6,0.8123191957317971,0.18768080426820288,1.0,1.0,11.331920000088758,160.239684999965,True,0;4;10;24;35,0;4;9;15;28;33;35;44,True,baseline:0.153614
qore_as_control,nq_129,0.2222222222222222,0.4,0.7370344831346168,0.26296551686538316,0.0,0.0,11.26505599995653,182.1334610000349,True,10;25;28;29;33,0;1;5;6;9;10;33;37;48,True,baseline:0.151429
qore_as_control,nq_130,,0.0,0.7940226502470022,0.20597734975299775,1.0,1.0,11.371768000003613,222.87670100001833,False,4;12;13;14;26,,True,baseline:0.154963
qore_as_control,nq_131,0.14285714285714285,0.2,0.8652190216258504,0.1347809783741496,0.0,0.0,11.446664999994027,244.2983240000558,True,4;5;11;34;41,0;4;15;20;23;43;46,True,baseline:0.153886
qore_as_control,nq_132,0.0,0.0,0.8171247351908736,0.18287526480912641,0.0,0.0,11.763376999965658,205.09407899999132,True,0;5;6;20;33,9;18;19;28,True,baseline:0.160001
qore_as_control,nq_133,0.2,0.2,0.8272279140830274,0.17277208591697257,0.0,0.4,11.440689999972165,202.54493800007367,True,22;26;28;35;47,2;5;9;31;47,True,baseline:0.174747
qore_as_control,nq_134,0.5,0.4,0.773066629656953,0.22693337034304695,0.0,0.0,11.354928000059772,263.01805000002787,True,3;6;19;32;48,0;3;5;6,True,baseline:0.152176
qore_as_control,nq_135,0.0,0.0,0.6389181590582893,0.3610818409417107,0.0,0.0,11.293436000073598,201.99781300004815,True,4;27;32;43;47,0;20;28;38,True,baseline:0.151539
qore_as_control,nq_136,1.0,0.2,0.6164406131801936,0.3835593868198064,0.0,0.6666666666666666,11.321472000076938,368.8303010000027,True,7;16;18;21;35,21,True,baseline:0.148534
qore_as_control,nq_137,0.5,0.2,0.7618146121140696,0.23818538788593036,0.0,0.2857142857142857,11.324726999987433,706.7043260000219,True,0;4;8;43;47,0;3,True,baseline:0.151401
qore_as_control,nq_138,,0.0,0.777208464312489,0.22279153568751098,0.0,0.0,11.279474999923877,308.0986429999939,False,5;18;25;26;37,,True,baseline:0.151347
qore_as_control,nq_139,,0.0,0.656647186732284,0.34335281326771605,0.0,0.0,11.313330999996651,160.13258199996017,False,0;3;4;6;31,,True,baseline:0.150479
